ori,state_fips,state_abbr,agency_name_std,leaic_lg_name,est_total_2024,match_status,aiannh_codes,aiannh_names,comptyp_included,footprint_pop20_in_state,n_blocks_in_state,match_basis,reviewer_note
WIDI01000,55,WI,STOCKBRIDGE MUNSEE TRIBL,STOCKBRIDGE-MUNSEE COMMUNITY OF MOHICAN INDIANS,22.0,matched,4015,Stockbridge Munsee Community,R;T,733,83,leaic_lg_name 'STOCKBRIDGE-MUNSEE COMMUNITY OF MOHICAN INDIANS' == AIANNH NAME 'Stockbridge Munsee',
MIDI05500,26,MI,L TRVRS BAY BNDS ODAWA I,LITTLE TRAVERSE BAY BAND OF ODAWA INDIANS,34.90909090909091,matched,1963,Little Traverse Bay Reservation,R;T,92,45,leaic_lg_name 'LITTLE TRAVERSE BAY BAND OF ODAWA INDIANS' == AIANNH NAME 'Little Traverse Bay',
OKDI05200,40,OK,CONCHO AGENCY,CHEYENNE-ARAPAHO TRIBES OF OKLAHOMA,10.0,matched,5560,Cheyenne and Arapaho OTSA,R,186628,16214,OTSA; BIA Concho Agency; leaic_lg_name 'CHEYENNE-ARAPAHO TRIBES OF OKLAHOMA' == AIANNH NAME 'Cheyenne and Arapaho',"Single-tribe BIA agency (Concho OK is the Cheyenne and Arapaho seat). Footprint is an Oklahoma Tribal Statistical Area (OTSA), a Census statistical area for a tribe without a reservation - NOT a reservation boundary. OTSAs are large and overlap; supervisor must decide separately whether OTSA extent is an acceptable policing footprint."
OKDI16000,40,OK,KEETOOWAH TRIBAL,,10.0,no_aiannh,,,,0,0,United Keetoowah Band of Cherokee Indians has no AIANNHCE of its own in the 2020 vocabulary,"NO AIANNH AREA: the UKB is federally recognised and headquartered in Tahlequah OK but Census codes no separate area for it; its jurisdictional/service area coincides with the Cherokee OTSA (5550), which is already assigned to OK0111200 (Cherokee Nation). Assigning 5550 here would double-count the entire 513,178-person OTSA. UKB does hold a small trust parcel in Tahlequah (see https://indianz.com/News/2019/09/09/united-keetoowah-band-celebrates-histori.asp) but it is not separately coded in 2020 TIGER."
MIDI06000,26,MI,LITTLE RVR BND OTTAWA IN,LITTLE RIVER BAND OF OTTAWA INDIANS,24.0,matched,1960,Little River Reservation,R;T,226,28,leaic_lg_name 'LITTLE RIVER BAND OF OTTAWA INDIANS' == AIANNH NAME 'Little River',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 8 (R only) to 226 (+2725%).
WIDI01500,55,WI,RED CLIFF TRIBAL,RED CLIFF BAND OF LAKE SUPERIOR CHIPPEWA INDIANS O,14.0,matched,3085,Red Cliff Reservation,R;T,1403,44,leaic_lg_name 'RED CLIFF BAND OF LAKE SUPERIOR CHIPPEWA INDIANS O[F WI]' == AIANNH NAME 'Red Cliff',
MNDI06000,27,MN,LOWER SIOUX TRIBAL,LOWER SIOUX INDIAN COMMUNITY,10.0,matched,2055,Lower Sioux Indian Community,R,534,24,leaic_lg_name 'LOWER SIOUX INDIAN COMMUNITY' == AIANNH NAME 'Lower Sioux',
FL0319000,12,FL,HP INDIAN RIVER COUNTY,State of Florida,36.0,not_tribal,,,,0,0,"Florida Highway Patrol, Indian River County FL","FALSE POSITIVE: 'Indian River County' contains the substring 'Indian'. One of eleven Indian River County, FL agencies in this roster."
CADIT1400,06,CA,SAN PASQUAL BAND OF MISS,,66.0,matched,3460,San Pasqual Reservation,R;T,1270,32,agency_name_std 'SAN PASQUAL BAND OF MISS[ION INDIANS]' == AIANNH NAME 'San Pasqual',
PA0320900,42,PA,COUNTY DETECTIVE INDIAN,INDIANA COUNTY,21.0,not_tribal,,,,0,0,"Indiana County District Attorney's detective bureau, Indiana County PA",FALSE POSITIVE: 'Indiana County' contains the substring 'Indian'. A general-purpose county law-enforcement agency; PA has no AIANNH areas.
CADIT0400,06,CA,SYCUAN TRIBAL,,52.0,matched,4090,Sycuan Reservation,R;T,218,21,agency_name_std 'SYCUAN TRIBAL' == AIANNH NAME 'Sycuan',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 99 (R only) to 218 (+120%).
MNDI05100,27,MN,NETT LAKE TRIBAL,MINNESOTA CHIPPEWA - FOND DU LAC,7.5,matched,0335,Bois Forte Reservation,R;T,984,109,"LEAIC NAME 'BU IND AFF LAW ENF IND RESERVATION PD NETT LAKE', COUNTYNAME=KOOCHICHING -> AIANNH NAME 'Bois Forte'",Name mismatch by design: Nett Lake is the principal community of the Bois Forte Reservation (Koochiching/St. Louis Cos MN). leaic_lg_name is again the generic MCT parent label. The naive join matched only 'LAKE'. MCT-wide trust land 2285 excluded.
CADIT1100,06,CA,TABLE MOUNTAIN RANCHERIA,,43.0,matched,4110,Table Mountain Rancheria,R;T,24,13,agency_name_std 'TABLE MOUNTAIN RANCHERIA' == AIANNH NAME 'Table Mountain',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 13 (R only) to 24 (+85%).
SCDI00700,45,SC,CATAWBA NATION,,4.8,matched,0525,Catawba Reservation,R;T,849,21,agency_name_std 'CATAWBA NATION' == AIANNH NAME 'Catawba',Not in LEAIC; matched on agency name. Only AIANNH reservation area in SC (the other SC areas are state-designated statistical areas).
AZ007B300,04,AZ,FORT MCDOWELL TRIBAL,FORT MCDOWELL YAPAVI APACHE,6.0,matched,1220,Fort McDowell Yavapai Nation Reservation,R,1152,82,agency_name_std 'FORT MCDOWELL TRIBAL' + leaic_lg_name 'FORT MCDOWELL YAPAVI APACHE' == AIANNH NAME 'Fort McDowell Yavapai Nation',Naive token scoring preferred 'Fort Apache' (FORT+APACHE both present in the misspelled LG name); the correct area is Fort McDowell. Same footprint as AZDI06100.
WADI07000,53,WA,LA PUSH TRIBAL,QUILEUTE TRIBE,5.0,matched,3030,Quileute Reservation,R,404,27,agency_name_std 'LA PUSH TRIBAL' + leaic_lg_name 'QUILEUTE TRIBE' == AIANNH NAME 'Quileute',La Push (La Push WA) is the Quileute Reservation's only community.
NVDI05800,32,NV,MOAPA TRIBAL,MOAPA BAND OF PAIUTE INDIANS,1.7142857142857142,matched,2315,Moapa River Indian Reservation,R,234,31,leaic_lg_name 'MOAPA BAND OF PAIUTE INDIANS' == AIANNH NAME 'Moapa River',
IDDI01100,16,ID,KOOTENAI TRIBAL,,1.0,matched,1800,Kootenai Reservation,R;T,92,30,agency_name_std 'KOOTENAI TRIBAL' == AIANNH NAME 'Kootenai',Kootenai Tribe of Idaho; only AIANNH area in ID carrying 'Kootenai'. Not in LEAIC (is_tribal_leaic False). COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 63 (R only) to 92 (+46%).
NVDI06400,32,NV,YOMBA SHOSHONE TRIBAL,YOMBA SHOSHONE TRIBE,1.0,matched,4740,Yomba Reservation,R,34,56,leaic_lg_name 'YOMBA SHOSHONE TRIBE' == AIANNH NAME 'Yomba',
TXDI02600,48,TX,ALABAMA COUSHATTA TRIBAL,,8.0,matched,0050,Alabama-Coushatta Reservation,R;T,679,62,agency_name_std 'ALABAMA COUSHATTA TRIBAL' == AIANNH NAME 'Alabama-Coushatta',Not in LEAIC; matched on agency name.
AZ0038900,04,AZ,NAVAJO NATION,NAVAJO NATION,0.0,matched,2430,Navajo Nation Reservation,R;T,94511,9976,leaic_lg_name 'NAVAJO NATION' == AIANNH NAME 'Navajo Nation',AZ portion only. Duplicate coverage with AZ0018900 / AZDI05500 / AZDI07200.
AZ0080700,04,AZ,KAIBAB PAIUTE TRIBAL,KAIBAB BAND OF PAIUTE INDIANS,0.0,matched,1720,Kaibab Indian Reservation,R,221,38,leaic_lg_name 'KAIBAB BAND OF PAIUTE INDIANS' == AIANNH NAME 'Kaibab',
AZ0098900,04,AZ,WHITE MOUNTAIN APACHE TR,WHITE MOUNTAIN APACHE TRIBE,0.0,matched,1140,Fort Apache Reservation,R,14340,976,leaic_lg_name 'WHITE MOUNTAIN APACHE TRIBE' -> Fort Apache Reservation (AIANNH NAME 'Fort Apache'); tribe name and Census area name differ,"Name mismatch by design: the White Mountain Apache Tribe's reservation is the Fort Apache Reservation. Same footprint as AZDI06200 (LEAIC NAME 'WHITERIVER TRIBAL PD', Whiteriver AZ = Fort Apache agency seat)."
AZ0101200,04,AZ,TOHONO O ODHAM NATION,TOHONO O'ODHAM NATION OF ARIZONA,0.0,matched,4200,Tohono O'odham Nation Reservation,R;T,9561,1095,"leaic_lg_name ""TOHONO O'ODHAM NATION OF ARIZONA"" == AIANNH NAME ""Tohono O'odham Nation""",
AZ0141000,04,AZ,QUECHAN TRIBAL,QUECHAN INDIAN TRIBE,0.0,matched,1280,Fort Yuma Indian Reservation,R,22,15,leaic_lg_name 'QUECHAN INDIAN TRIBE' -> Fort Yuma Indian Reservation (AIANNH NAME 'Fort Yuma'); tribe name and Census area name differ,"Name mismatch by design: the Quechan Tribe's reservation is the Fort Yuma Indian Reservation (LEAIC COUNTYNAME=YUMA, ADDRESS_CITY=YUMA). Fort Yuma spans AZ/CA and is overwhelmingly in CA - the AZ portion is only 22 residents in 15 blocks, so this ORI's AZ footprint is a tiny sliver of the reservation."
AZ0150200,04,AZ,COLORADO RIVER TRIBAL,COLORADO RIVER TRIBE,0.0,matched,0735,Colorado River Indian Reservation,R,7036,679,leaic_lg_name 'COLORADO RIVER TRIBE' == AIANNH NAME 'Colorado River',Colorado River Reservation spans AZ/CA; AZ portion only. Same footprint as AZDI05900.
AZDI05200,04,AZ,SAN CARLOS AGENCY,SAN CARLOS APACHE TRIBE,0.0,matched,3355,San Carlos Reservation,R,10251,580,BIA San Carlos Agency LE; leaic_lg_name 'SAN CARLOS APACHE TRIBE'; ADDRESS_CITY 'SAN CARLOS' == AIANNH NAME 'San Carlos',Single-reservation BIA agency. Same footprint as AZ0048900.
AZDI05300,04,AZ,HOPI TRIBAL,HOPI TRIBE,0.0,matched,1505,Hopi Reservation,R;T,6377,1304,leaic_lg_name 'HOPI TRIBE' == AIANNH NAME 'Hopi',
AZDI05500,04,AZ,BIA NAVAJO DIV OF PUBLI,NAVAJO NATION,0.0,matched,2430,Navajo Nation Reservation,R;T,94511,9976,"BIA Navajo Area law enforcement, Window Rock; leaic_lg_name 'NAVAJO NATION' == AIANNH NAME 'Navajo Nation'",AZ portion only. Navajo-Area-wide BIA office; overlaps AZ0018900 / AZ0038900 / AZDI07200.
AZDI05900,04,AZ,COLORADO RIVER AGENCY,COLORADO RIVER TRIBE,0.0,matched,0735,Colorado River Indian Reservation,R,7036,679,"BIA Colorado River Agency LE, Parker AZ (CRIT seat); leaic_lg_name 'COLORADO RIVER TRIBE' == AIANNH NAME 'Colorado River'",BIA area agency: Colorado River Agency also serves Fort Mojave (1235) and Chemehuevi (CA); only the CRIT link is evidenced. Same footprint as AZ0150200.
AZDI06100,04,AZ,FORT MCDOWELL TRIBAL,FORT MCDOWELL YAPAVI APACHE,0.0,matched,1220,Fort McDowell Yavapai Nation Reservation,R,1152,82,agency_name_std 'FORT MCDOWELL TRIBAL' + leaic_lg_name 'FORT MCDOWELL YAPAVI APACHE' == AIANNH NAME 'Fort McDowell Yavapai Nation',Same footprint as AZ007B300.
AZDI06200,04,AZ,FORT APACHE AGENCY,WHITE MOUNTAIN APACHE TRIBE,0.0,matched,1140,Fort Apache Reservation,R,14340,976,LEAIC NAME 'WHITERIVER TRIBAL PD' + leaic_lg_name 'WHITE MOUNTAIN APACHE TRIBE' -> AIANNH NAME 'Fort Apache',Whiteriver AZ is the Fort Apache Reservation agency seat. Same footprint as AZ0098900.
AZDI06300,04,AZ,BIA PIMA AGENCY,AK CHIN INDIAN COMMUNITY OF PAPAGO INDIANS,0.0,ambiguous,,,,0,0,"BIA Pima Agency, Sacaton AZ; LEAIC LG_NAME and agency location disagree","AMBIGUOUS: LEAIC NAME 'BIA DIV LAW ENF PIMA AGENCY SACATON' places it at Sacaton, the Gila River Indian Community capital (candidate 1310 Gila River, pop 14,053); but leaic_lg_name says 'AK CHIN INDIAN COMMUNITY OF PAPAGO INDIANS' (candidate 2130 Maricopa (Ak Chin), pop 1,070). BIA Pima Agency serves both. est_total_2024=0, so no crime mass is lost by leaving this unassigned."
AZDI07200,04,AZ,BIA WESTERN NAVAJO AGEN,,0.0,matched,2430,Navajo Nation Reservation,R;T,94511,9976,agency_name_std 'BIA WESTERN NAVAJO AGEN' -> Navajo Nation (AIANNH NAME 'Navajo Nation'); not present in LEAIC,"BIA Western Navajo Agency (Tuba City AZ) covers only the western sub-agency district of the Navajo Nation, but the 2020 vocabulary has no sub-Nation code, so the mapped footprint is the whole AZ portion and overstates this agency's actual district. Overlaps AZ0018900 / AZ0038900 / AZDI05500."
CADI03900,06,CA,BLUE LAKE TRIBAL,,0.0,matched,0325,Blue Lake Rancheria,R;T,112,8,agency_name_std 'BLUE LAKE TRIBAL' == AIANNH NAME 'Blue Lake',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 72 (R only) to 112 (+56%).
CADI09900,06,CA,LA JOLLA TRIBAL,,0.0,matched,1850,La Jolla Reservation,R,145,16,agency_name_std 'LA JOLLA TRIBAL' == AIANNH NAME 'La Jolla',
CADIT0000,06,CA,TULE RIVER TRIBAL,_Undetermined,0.0,matched,4300,Tule River Reservation,R;T,1250,43,agency_name_std 'TULE RIVER TRIBAL' == AIANNH NAME 'Tule River',
CADIT0100,06,CA,HOPLAND TRIBAL,_Undetermined,0.0,matched,1515,Hopland Rancheria,R,249,12,agency_name_std 'HOPLAND TRIBAL' == AIANNH NAME 'Hopland',
CADIT0500,06,CA,LOS COYOTES TRIBAL,,0.0,matched,1995,Los Coyotes Reservation,R,15,18,agency_name_std 'LOS COYOTES TRIBAL' == AIANNH NAME 'Los Coyotes',
CADIT0700,06,CA,ROBINSON RANCHERIA TRIBA,,0.0,matched,3195,Robinson Rancheria,R;T,233,11,agency_name_std 'ROBINSON RANCHERIA TRIBAL' == AIANNH NAME 'Robinson',
CADIT0800,06,CA,HOOPA VALLEY TRIBAL,HOOPA VALLEY TRIBE,0.0,matched,1490,Hoopa Valley Reservation,R,3173,171,leaic_lg_name 'HOOPA VALLEY TRIBE' == AIANNH NAME 'Hoopa Valley',
CADIT0900,06,CA,COYOTE VALLEY TRIBAL,,0.0,matched,0825,Coyote Valley Reservation,R,126,5,agency_name_std 'COYOTE VALLEY TRIBAL' == AIANNH NAME 'Coyote Valley',
CO0040200,08,CO,NAVAJO STATE PARK,State of Colorado,0.0,not_tribal,,,,0,0,"Colorado state park rangers, Navajo State Park, Arboles/Archuleta County CO","FALSE POSITIVE: LEAIC NAME 'NAVAJO ST PARK RANGERS LAW ENF SEC ARBOLES', leaic_lg_name 'State of Colorado'. A state park that happens to be named Navajo, not a tribal agency; no AIANNH blocks anywhere near it."
CO0420400,08,CO,UTE MOUNTAIN TRIBAL PD,UTE MOUNTAIN TRIBE,0.0,matched,4470,Ute Mountain Reservation,R,1478,198,leaic_lg_name 'UTE MOUNTAIN TRIBE' == AIANNH NAME 'Ute Mountain',CO portion only. Same footprint as CODI01100.
DCDI00800,11,DC,US DOI BUREAU OF INDIAN,,0.0,not_tribal,,,,0,0,"US DOI Bureau of Indian Affairs headquarters, Washington DC",NOT a tribal law-enforcement agency with a policing footprint: this is the federal BIA headquarters ORI. Not in the LEAIC crosswalk. DC has no AIANNH areas at all. Field BIA agency ORIs are handled separately and do map to reservations.
DCDI05000,11,DC,BUREAU OF INDIAN AFFAIRS,,0.0,not_tribal,,,,0,0,"Bureau of Indian Affairs headquarters, Washington DC","Same as DCDI00800: federal BIA headquarters ORI, no AIANNH footprint, not in LEAIC, no AIANNH areas exist in DC."
FL0260300,12,FL,SEMINOLE INDIAN PD,State of Florida,0.0,matched,0225,Big Cypress Reservation,R,239,103,"LEAIC NAME 'SEMINOLE PD SEMINOLE IND RESERV CLEWISTON', COUNTYNAME=HENDRY -> Big Cypress Reservation, the only Seminole AIANNH area with blocks in Hendry County (94 of 103 blocks, pop 239)",leaic_lg_name is the placeholder 'State of Florida'. County evidence pins Big Cypress. This is a second Seminole Tribe ORI and its footprint is a subset of FL0063400's - do not sum the two.
FL0310600,12,FL,DOC OIG INDIAN RIVER C,,0.0,not_tribal,,,,0,0,"US DOC Office of Inspector General, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL0314000,12,FL,DEP DLE INDIAN RIVER CO,State of Florida,0.0,not_tribal,,,,0,0,"Florida DEP Division of Law Enforcement, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL0315000,12,FL,DAB T INDIAN RIVER CNTY,State of Florida,0.0,not_tribal,,,,0,0,"Florida Div of Alcoholic Beverages and Tobacco, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL0318000,12,FL,FWCC INDIAN RIVER COUNT,State of Florida,0.0,not_tribal,,,,0,0,"Florida Fish and Wildlife Conservation Commission, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL031DB00,12,FL,INDIAN RIVER CO DIV BEV,State of Florida,0.0,not_tribal,,,,0,0,"Florida Division of Beverage, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL031DL00,12,FL,INDIAN RIVER CO CRIM LAW,State of Florida,0.0,not_tribal,,,,0,0,"Florida criminal law enforcement, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL031GM00,12,FL,INDIAN RIVER CO GAME FWF,State of Florida,0.0,not_tribal,,,,0,0,"Florida Game and Freshwater Fish Commission, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL031HP00,12,FL,INDIAN RIVER HIGHWAY PAT,State of Florida,0.0,not_tribal,,,,0,0,"Florida Highway Patrol, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
FL031MP00,12,FL,INDIAN RIVER CO MARINE P,State of Florida,0.0,not_tribal,,,,0,0,"Florida marine patrol, Indian River County FL",FALSE POSITIVE: 'Indian River County' substring hit.
KSDI05000,20,KS,KICKAPOO TRIBAL,KICKAPOO TRIBE OF KANSAS,0.0,matched,1770,Kickapoo (KS) Reservation,R,3849,659,leaic_lg_name 'KICKAPOO TRIBE OF KANSAS' == AIANNH NAME 'Kickapoo (KS)',"Joint-use area 4910 (shared with Sac and Fox, 1 block, pop 0) excluded; carries no population."
KSDI05100,20,KS,IOWA TRIBAL,IOWA TRIBE OF KANSAS AND NEBRASKA,0.0,matched,1590,Iowa (KS-NE) Reservation,R;T,168,31,leaic_lg_name 'IOWA TRIBE OF KANSAS AND NEBRASKA' == AIANNH NAME 'Iowa (KS-NE)',Reservation spans KS/NE; KS portion only.
ME0102000,23,ME,PENOBSCOT NATION,PENOBSCOT INDIAN NATION,0.0,matched,2760,Penobscot Reservation,R;T,379,160,leaic_lg_name 'PENOBSCOT INDIAN NATION' == AIANNH NAME 'Penobscot',
ME0151200,23,ME,PASSAMAQUODDY INDIAN TWP,PASSAMAQUODDY TRIBE - INDIAN TOWNSHIP,0.0,matched,1575,Indian Township Reservation,R,760,45,agency_name_std 'PASSAMAQUODDY INDIAN TWP' + leaic_lg_name 'PASSAMAQUODDY TRIBE - INDIAN TOWNSHIP' == AIANNH NAME 'Indian Township',Same footprint as MEDI00300 (duplicate Indian Township ORI). Trust land 2695 excluded.
MADIT0000,25,MA,MASHPEE WAMPANOAG TRIBAL,,0.0,matched,2147,Mashpee Wampanoag Trust Land,T,3,16,agency_name_std 'MASHPEE WAMPANOAG TRIBAL' == AIANNH NAME 'Mashpee Wampanoag',"Trust-land-only entity (CLASSFP D3, COMPTYP T only) - the Mashpee Wampanoag have no reservation component in the 2020 vocabulary, so the footprint is 16 trust-land blocks with pop20=3. Distinct from Wampanoag-Aquinnah (4530), a different tribe. COMPTYP FLAG: this entity has no reservation (R) component at all - trust land only - so the whole 3-person footprint is COMPTYP T."
MI2796700,26,MI,LAC VIEUX DESERT TRIBAL,State of Michigan,0.0,matched,1830,Lac Vieux Desert Reservation,R,221,7,agency_name_std 'LAC VIEUX DESERT TRIBAL' == AIANNH NAME 'Lac Vieux Desert',leaic_lg_name is the placeholder 'State of Michigan'; the agency name is an exact match to the Census area.
MI4596900,26,MI,GRAND TRAVERSE TRIBAL,GRAND TRAVERSE BAND OF OTTOWA AND CHIPPEWA INDIANS,0.0,matched,1370,Grand Traverse Reservation,R;T,595,46,leaic_lg_name 'GRAND TRAVERSE BAND OF OTTOWA AND CHIPPEWA INDIANS' == AIANNH NAME 'Grand Traverse',COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 5 (R only) to 595 (+11800%).
MIDI05200,26,MI,SAULT STE MARIE TRIBAL,SAULT STE MARIE TRIBE OF CHIPPEWA INDIANS OF MICHI,0.0,matched,3635,Sault Ste. Marie Reservation,R;T,1757,82,leaic_lg_name 'SAULT STE MARIE TRIBE OF CHIPPEWA INDIANS OF MICHI[GAN]' == AIANNH NAME 'Sault Ste. Marie',"COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 308 (R only) to 1,757 (+470%)."
MNDI00500,27,MN,LEECH LAKE BAND OF OJIBW,MINNESOTA CHIPPEWA - FOND DU LAC,0.0,matched,1940,Leech Lake Reservation,R;T,11388,1179,agency_name_std 'LEECH LAKE BAND OF OJIBW[E]' == AIANNH NAME 'Leech Lake',leaic_lg_name is the generic MCT parent label. MCT-wide trust land 2285 excluded.
MNDI05000,27,MN,RED LAKE AGENCY,RED LAKE BAND OF CHIPPEWA INDIANS OF MINNESOTA,0.0,matched,3100,Red Lake Reservation,R,5506,874,LEAIC NAME 'RED LAKE TRIBAL POLICE' + leaic_lg_name 'RED LAKE BAND OF CHIPPEWA INDIANS OF MINNESOTA' == AIANNH NAME 'Red Lake',agency_name_std says 'RED LAKE AGENCY' but the LEAIC agency name is 'RED LAKE TRIBAL POLICE'; both point to Red Lake.
MSDI05000,28,MS,CHOCTAW TRIBAL,MISSISSIPPI BAND OF CHOCTAW INDIANS,0.0,matched,2300,Mississippi Choctaw Reservation,R;T,8007,300,leaic_lg_name 'MISSISSIPPI BAND OF CHOCTAW INDIANS' == AIANNH NAME 'Mississippi Choctaw',
MT0210200,30,MT,ROCKY BOYS TRIBAL,CHIPPEWA CREE TRIBE,0.0,matched,3205,Rocky Boy's Reservation,R;T,3639,210,"agency_name_std 'ROCKY BOYS TRIBAL' == AIANNH NAME ""Rocky Boy's""","Same footprint as MTDI06200 / MTDI05600. COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 2,007 (R only) to 3,639 (+81%)."
MT0240500,30,MT,FLATHEAD TRIBAL,CONFEDERATED SALISH & KOOTENAI TRIBES,0.0,matched,1110,Flathead Reservation,R,30849,2958,agency_name_std 'FLATHEAD TRIBAL' == AIANNH NAME 'Flathead',Same footprint as MTDI00000.
MTDI05400,30,MT,FORT BELKNAP TRIBAL,FORT BELKNAP INDIAN COMMUNITY,0.0,matched,1150,Fort Belknap Reservation,R;T,3382,330,leaic_lg_name 'FORT BELKNAP INDIAN COMMUNITY' == AIANNH NAME 'Fort Belknap',
MTDI05600,30,MT,BIA BOX ELDER,CHIPPEWA CREE TRIBE,0.0,matched,3205,Rocky Boy's Reservation,R;T,3639,210,"LEAIC NAME 'BUREAU OF INDIAN AFFAIR ROCKY BOY AGY BOX ELDER' + leaic_lg_name 'CHIPPEWA CREE TRIBE' == AIANNH NAME ""Rocky Boy's""","BIA Rocky Boy Agency at Box Elder MT, a single-reservation agency. The agency_name_std 'BIA BOX ELDER' produced no candidate programmatically. Same footprint as MTDI06200 / MT0210200. COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 2,007 (R only) to 3,639 (+81%)."
NBDI00300,31,NE,AGATE FOSSIL BEDS,WINNEBAGO TRIBE OF NEBRASKA,0.0,ambiguous,,,,0,0,"Three name sources disagree: roster agency_name_std says 'AGATE FOSSIL BEDS', LEAIC NAME says 'BIA DIV LAW ENF WINNEBAGO AGENCY MACY', leaic_lg_name says 'WINNEBAGO TRIBE OF NEBRASKA'","AMBIGUOUS: the LEAIC name suffix MACY is the Omaha Reservation seat (candidate 2550 Omaha, NE pop 4,526) while LG_NAME and ADDRESS_CITY say Winnebago (candidate 4625 Winnebago, NE pop 2,737); the BIA Winnebago Agency serves both reservations in Thurston County. The roster's own agency_name_std ('Agate Fossil Beds', an NPS unit in Sioux County with no AIANNH area) contradicts both. est_total_2024=0, so no crime mass is lost."
NV0031000,32,NV,WASHOE TRIBAL,WASHOE TRIBE,0.0,matched_multi,0510;0940;3980;4560,Carson Colony;Dresslerville Colony;Stewart Community;Washoe Ranches Trust Land,R;T,4060,301,"leaic_lg_name 'WASHOE TRIBE' -> the Washoe Tribe of Nevada and California's four NV areas: Carson Colony (0510), Dresslerville Colony (0940), Stewart Community (3980), Washoe Ranches Trust Land (4560)","The Washoe Tribe has no single AIANNH area: Census codes each colony/community and the tribe's trust-land ranches separately. NV portion only - the tribe's Woodfords Community is in CA and is excluded. Naive token matching found only 'Washoe Ranches'. COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 837 (R only) to 4,060 (+385%)."
NV0100200,32,NV,YERINGTON PAIUTE TRIBAL,YERINGTON PAIUTE,0.0,matched,4725,Yerington Colony,R,144,3,leaic_lg_name 'YERINGTON PAIUTE' == AIANNH NAME 'Yerington',
NVDI00500,32,NV,LOVELOCK PAIUTE TRIBAL,LOVELOCK PAIUTE INDIAN TRIBE,0.0,matched,2015,Lovelock Indian Colony,R,95,4,leaic_lg_name 'LOVELOCK PAIUTE INDIAN TRIBE' == AIANNH NAME 'Lovelock',
NVDI00700,32,NV,ELY SHOSHONE TRIBAL,ELY SHOSHONE TRIBE,0.0,matched,1040,Ely Reservation,R,240,20,leaic_lg_name 'ELY SHOSHONE TRIBE' == AIANNH NAME 'Ely',Census area name is 'Ely Colony'.
NVDI05500,32,NV,WALKER RIVER TRIBAL,WALKER RIVER PAIUTE,0.0,matched,4515,Walker River Reservation,R,814,119,leaic_lg_name 'WALKER RIVER PAIUTE' == AIANNH NAME 'Walker River',
NVDI06500,32,NV,SOUTH FORK BAND TRIBAL,TE-MOAK TRIBE OF WESTERN SHOSHONE - Wells,0.0,matched,3930,South Fork Reservation,R;T,98,51,agency_name_std 'SOUTH FORK BAND TRIBAL' == AIANNH NAME 'South Fork',"leaic_lg_name says 'TE-MOAK TRIBE OF WESTERN SHOSHONE - Wells' but the agency name says South Fork Band; the agency name wins because Census codes the Te-Moak bands separately (South Fork 3930, Wells 4580) and NVDI00900 separately covers the Wells Band. Flagged conflict. COMPTYP FLAG: including off-reservation trust land (T) raises the footprint from 69 (R only) to 98 (+42%)."
NVDI06600,32,NV,DUCKWATER TRIBAL,DUCKWATER SHOSHONE TRIBE,0.0,matched,0975,Duckwater Reservation,R,159,34,leaic_lg_name 'DUCKWATER SHOSHONE TRIBE' == AIANNH NAME 'Duckwater',
NVDI06700,32,NV,ELKO BAND TRIBAL,,0.0,matched,1005,Elko Colony,R,723,16,agency_name_std 'ELKO BAND TRIBAL' == AIANNH NAME 'Elko',Not in LEAIC (is_tribal_leaic False). Same footprint as NVDI06300 - duplicate Elko Band ORI.
NM0170300,35,NM,ZUNI TRIBAL,PUEBLO OF ZUNI,0.0,matched,4785,Zuni Reservation,R;T,7460,360,leaic_lg_name 'PUEBLO OF ZUNI' == AIANNH NAME 'Zuni',"Zuni Reservation spans NM/AZ (the AZ part is the Zuni Salt Lake tract, pop 1); NM portion only."
NM0190400,35,NM,MESCALERO APACHE TRIBAL,MESCALERO APACHE TRIBE,0.0,matched,2205,Mescalero Reservation,R,4022,189,leaic_lg_name 'MESCALERO APACHE TRIBE' == AIANNH NAME 'Mescalero',Same footprint as NMDI07000.
NM0210300,35,NM,JICARILLA APACHE TRIBAL,JICARILLA APACHE TRIBE,0.0,matched,1700,Jicarilla Apache Nation Reservation,R;T,3494,797,leaic_lg_name 'JICARILLA APACHE TRIBE' == AIANNH NAME 'Jicarilla Apache Nation',
