case_id,ori9,year,offense,adjudication,reason_code,reviewer,evidence_note
extadj-pa0461900-motor_vehicle_theft,PA0461900,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-pa0461900-murder,PA0461900,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-pa0461900-rape,PA0461900,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-pa0461900-robbery,PA0461900,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-md0171500-aggravated_assault,MD0171500,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-burglary,MD0171500,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-larceny,MD0171500,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-motor_vehicle_theft,MD0171500,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-murder,MD0171500,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-rape,MD0171500,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-md0171500-robbery,MD0171500,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Hyattsville MD 2024 crime statistics ('1 homicide...141 violent crimes...685 property crimes' in 2024) — Independent aggregator's violent-crime total (141) and property-crime total (685) exactly match the held lane's sums (48+
extadj-oh0090000-aggravated_assault,OH0090000,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-burglary,OH0090000,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-larceny,OH0090000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-motor_vehicle_theft,OH0090000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-murder,OH0090000,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-rape,OH0090000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-oh0090000-robbery,OH0090000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,Butler County (OH) Sheriff's Office 2023-24 Bi-Annual Report (butlersheriff.org/media/doc/...Bi Annual...final.pdf) — The Sheriff's own bi-annual report documents a major new retail/mixed-use complex ('new Liberty Center Mall') driving incr
extadj-tx0575300-aggravated_assault,TX0575300,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-burglary,TX0575300,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-larceny,TX0575300,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-motor_vehicle_theft,TX0575300,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-murder,TX0575300,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-rape,TX0575300,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-tx0575300-robbery,TX0575300,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Dallas Express, 'DART reports massive increases in crime, service calls as ridership soars in Q1 2024' and 'DART's Data Dodge' (dallasexpress.com); FOX4, 'DART sees 18% increase in crime so far this year' (2024) — Multiple 2024 local news o"
extadj-mo0950700-aggravated_assault,MO0950700,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-burglary,MO0950700,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-larceny,MO0950700,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-motor_vehicle_theft,MO0950700,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-murder,MO0950700,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-rape,MO0950700,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-mo0950700-robbery,MO0950700,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Berkeley MO 2024 crime statistics (violent crime index 1,474.3/100k); St. Louis Post-Dispatch 'St. Louis Homicide Tracker (2024)' (graphics.stltoday.com) confirming ~296 St. Louis-area homicides in 2024 — Independent aggregato"
extadj-ct0013100-aggravated_assault,CT0013100,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ct0013100-larceny,CT0013100,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ct0013100-motor_vehicle_theft,CT0013100,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ct0013100-murder,CT0013100,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ct0013100-rape,CT0013100,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ct0013100-robbery,CT0013100,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Southington Police Department' 2024 (data/CT-DESPP-2024/raw) — All other held offenses are within ~15% of (mostly within a few percent of) the state UCR program's figures for Southingt"
extadj-ky0561000-burglary,KY0561000,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, JEFFERSONTOWN POLICE DEPT row — Burglary matches exactly (54=54); larceny (465 vs 532, ~14%), MVT (131 vs 133), rape (7 vs 6) and robbery "
extadj-ky0561000-larceny,KY0561000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, JEFFERSONTOWN POLICE DEPT row — Burglary matches exactly (54=54); larceny (465 vs 532, ~14%), MVT (131 vs 133), rape (7 vs 6) and robbery "
extadj-ky0561000-motor_vehicle_theft,KY0561000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, JEFFERSONTOWN POLICE DEPT row — Burglary matches exactly (54=54); larceny (465 vs 532, ~14%), MVT (131 vs 133), rape (7 vs 6) and robbery "
extadj-ky0561000-rape,KY0561000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, JEFFERSONTOWN POLICE DEPT row — Burglary matches exactly (54=54); larceny (465 vs 532, ~14%), MVT (131 vs 133), rape (7 vs 6) and robbery "
extadj-ky0561000-robbery,KY0561000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, JEFFERSONTOWN POLICE DEPT row — Burglary matches exactly (54=54); larceny (465 vs 532, ~14%), MVT (131 vs 133), rape (7 vs 6) and robbery "
extadj-il0160900-aggravated_assault,IL0160900,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-burglary,IL0160900,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-larceny,IL0160900,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-motor_vehicle_theft,IL0160900,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-murder,IL0160900,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-rape,IL0160900,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-il0160900-robbery,IL0160900,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com Berwyn IL 2024 crime statistics ('64 violent crimes...607 property crimes...0 murders' in 2024) — Independent aggregator's violent-crime total (64) and property-crime total (607) match the held lane's sums exactly (25+8+31+0=6
extadj-nh0086400-aggravated_assault,NH0086400,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-burglary,NH0086400,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-larceny,NH0086400,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-motor_vehicle_theft,NH0086400,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-murder,NH0086400,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-rape,NH0086400,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-nh0086400-robbery,NH0086400,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Salem NH Police Department, 'Merchants Guide to Handling Shoplifting and Related Offenses' (salemnh.gov); Salem Police News blog coverage of ongoing shoplifting enforcement at the Mall at Rockingham Park — Salem hosts the large, tax-free-sh"
extadj-memsp0000-aggravated_assault,MEMSP0000,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-burglary,MEMSP0000,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-larceny,MEMSP0000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-motor_vehicle_theft,MEMSP0000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-murder,MEMSP0000,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-rape,MEMSP0000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-memsp0000-robbery,MEMSP0000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Maine Dept. of Public Safety, '2024 Annual Homicides' official list (maine.gov/dps/msp/media-center/homicide-lists/2024-homicides); Portland Press Herald, 'Maine recorded 35 homicides last year, continuing upward trend' (Jan 2025) — Maine's"
extadj-la0480000-aggravated_assault,LA0480000,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-la0480000-burglary,LA0480000,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-la0480000-larceny,LA0480000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-la0480000-motor_vehicle_theft,LA0480000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-la0480000-rape,LA0480000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-la0480000-robbery,LA0480000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Louisiana Commission on Law Enforcement, 'Crime in Louisiana 2024' official report, Table 9 Crimes Against Persons by Nonmetropolitan Parish, St. John the Baptist column — Aggravated assault (90 held vs 87 state) is a close match; combined "
extadj-ct0001700-aggravated_assault,CT0001700,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-burglary,CT0001700,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-larceny,CT0001700,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-motor_vehicle_theft,CT0001700,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-murder,CT0001700,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-rape,CT0001700,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0001700-robbery,CT0001700,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Bristol Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-il0160100-aggravated_assault,IL0160100,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-burglary,IL0160100,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-larceny,IL0160100,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-motor_vehicle_theft,IL0160100,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-murder,IL0160100,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-rape,IL0160100,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-il0160100-robbery,IL0160100,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / Niche Alsip IL 2024 crime statistics ('61 violent crimes...511 property crimes' in 2024; murder rate 0/100k; rape rate ~128/100k) — Aggregator's violent-crime total (61) is close to the held sum (9+23+20+0=52, ~15% delta) an"
extadj-pa0022800-aggravated_assault,PA0022800,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
extadj-pa0022800-burglary,PA0022800,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"WPXI/CBS News Pittsburgh, 'Allegheny County police engaging community, solving over 80% of homicides' (2025 coverage of 2024 data): 'County police investigated 64 homicides and solved 81% of them in 2024' — Independent local news confirms A"
