case_id,class,subclass,batch_file,index_in_batch,state,n_oris,oris,provenance_kind,mass_hint,evidence_chars
c-FL0480000-orange,token_reporter,c,batches/batch_001.json,0,FL,1,FL0480000,,17358.0,5304
b2-MN0181100-pequot-lakes,published_zero,b2_cius,batches/batch_001.json,1,MN,1,MN0181100,full_year_nibrs_backed,37.0,5501
c-LA0170200-baton-rouge,token_reporter,c,batches/batch_001.json,2,LA,1,LA0170200,,9410.5,5455
c-FL0060800-pembroke-pines,token_reporter,c,batches/batch_001.json,3,FL,1,FL0060800,,3236.0,5381
b2-AL0080200-blountsville,published_zero,b2_cius,batches/batch_001.json,4,AL,1,AL0080200,full_year_nibrs_backed,31.5,5509
a2-CA01999-highway-patrol-east,ambiguous_twin,a2,batches/batch_001.json,5,CA,14,CA0199935|CA0199940|CA0199925|CA0199950|CA0199930|CA0199910|CA0199990|CA0199975|CA0199965|CA0199980|CA0199901|CA0199941|CA0199945|CA0199998,,392.0,14318
c-FL0130500-homestead,token_reporter,c,batches/batch_001.json,6,FL,1,FL0130500,,2722.5,5277
c-IN0450500-gary,token_reporter,c,batches/batch_001.json,7,IN,1,IN0450500,,2180.0,5219
b2-GA0710300-buchanan,published_zero,b2_cius,batches/batch_001.json,8,GA,1,GA0710300,full_year_nibrs_backed,30.0,5460
c-FL0030100-panama-city,token_reporter,c,batches/batch_001.json,9,FL,1,FL0030100,,1725.0,5444
c-CA0190I00-uprr-los-angeles-county,token_reporter,c,batches/batch_001.json,10,CA,1,CA0190I00,,1500.0,5370
b2-PA0032200-east-franklin-township,published_zero,b2_cius,batches/batch_001.json,11,PA,1,PA0032200,zero_month_submission,30.0,5431
c-FL0160300-jacksonville-beach,token_reporter,c,batches/batch_002.json,0,FL,1,FL0160300,,902.0,5163
c-DCVA00000-united-states-department,token_reporter,c,batches/batch_002.json,1,DC,1,DCVA00000,,705.0,5145
c-FL0280300-sebring,token_reporter,c,batches/batch_002.json,2,FL,1,FL0280300,,510.0,5090
b2-TX2300300-ore-city,published_zero,b2_cius,batches/batch_002.json,3,TX,1,TX2300300,full_year_nibrs_backed,30.0,5446
a3-MA-cambridge-vs-mass-inst-of,ambiguous_twin,a3,batches/batch_002.json,4,MA,2,MA009639E|MA009IT00,,295.0,5871
c-FL0290300-temple-terrace,token_reporter,c,batches/batch_002.json,5,FL,1,FL0290300,,475.0,5211
c-FL0460200-fort-walton-beach,token_reporter,c,batches/batch_002.json,6,FL,1,FL0460200,,443.0,5316
b2-MN0610200-starbuck,published_zero,b2_cius,batches/batch_002.json,7,MN,1,MN0610200,full_year_nibrs_backed,28.5,5470
c-FL0550100-st-augustine,token_reporter,c,batches/batch_002.json,8,FL,1,FL0550100,,385.5,5301
c-FL0290600-tampa-international-airp,token_reporter,c,batches/batch_002.json,9,FL,1,FL0290600,,357.0,5647
b2-TX1940300-bogata,published_zero,b2_cius,batches/batch_002.json,10,TX,1,TX1940300,full_year_nibrs_backed,24.0,5509
c-FL0310300-vero-beach,token_reporter,c,batches/batch_002.json,11,FL,1,FL0310300,,339.0,5358
c-AR0340100-newport,token_reporter,c,batches/batch_003.json,0,AR,1,AR0340100,,321.0,5330
b2-PA0021H00-crescent-township,published_zero,b2_cius,batches/batch_003.json,1,PA,1,PA0021H00,zero_month_submission,23.0,5372
c-AL0640000-walker,token_reporter,c,batches/batch_003.json,2,AL,1,AL0640000,,301.0,5402
a3-NY-ithaca-vs-cornell-university,ambiguous_twin,a3,batches/batch_003.json,3,NY,2,NY054119E|NY254UC00,,280.0,5891
c-FL0030500-springfield,token_reporter,c,batches/batch_003.json,4,FL,1,FL0030500,,298.0,5365
b2-IL0141300-germantown,published_zero,b2_cius,batches/batch_003.json,5,IL,1,IL0141300,full_year_nibrs_backed,20.0,5479
c-FL0063000-pembroke-park,token_reporter,c,batches/batch_003.json,6,FL,1,FL0063000,,266.0,5101
c-TN0260000-franklin,token_reporter,c,batches/batch_003.json,7,TN,1,TN0260000,,243.0,5229
b2-IL0170200-palestine,published_zero,b2_cius,batches/batch_003.json,8,IL,1,IL0170200,full_year_nibrs_backed,19.5,5500
c-FL0030700-lynn-haven,token_reporter,c,batches/batch_003.json,9,FL,1,FL0030700,,224.0,5261
c-MO1100300-warrenton,token_reporter,c,batches/batch_003.json,10,MO,1,MO1100300,,219.0,5292
b2-MN0120200-montevideo,published_zero,b2_cius,batches/batch_003.json,11,MN,1,MN0120200,full_year_nibrs_backed,17.5,5533
c-FL0150000-dixie,token_reporter,c,batches/batch_004.json,0,FL,1,FL0150000,,208.5,5267
c-FL0132700-medley,token_reporter,c,batches/batch_004.json,1,FL,1,FL0132700,,193.0,5072
a3-CT-yale-university-vs-yale-university,ambiguous_twin,a3,batches/batch_004.json,2,CT,2,CT0016900|CT0050400,,277.0,5844
c-WA0290300-sedro-woolley,token_reporter,c,batches/batch_004.json,3,WA,1,WA0290300,,183.5,5233
b2-VT0141000-norwich,published_zero,b2_cius,batches/batch_004.json,4,VT,1,VT0141000,full_year_nibrs_backed,17.5,5560
c-FL0460300-niceville,token_reporter,c,batches/batch_004.json,5,FL,1,FL0460300,,172.5,5158
c-CT0016600-wolcott,token_reporter,c,batches/batch_004.json,6,CT,1,CT0016600,,169.5,5583
b2-AL0530100-marion,published_zero,b2_cius,batches/batch_004.json,7,AL,1,AL0530100,full_year_nibrs_backed,17.0,5405
c-GA1110000-peach,token_reporter,c,batches/batch_004.json,8,GA,1,GA1110000,,167.5,5369
c-FL0570100-milton,token_reporter,c,batches/batch_004.json,9,FL,1,FL0570100,,164.0,5399
b2-OK0340800-ringling,published_zero,b2_cius,batches/batch_004.json,10,OK,1,OK0340800,full_year_nibrs_backed,17.0,5491
c-AL0340000-geneva,token_reporter,c,batches/batch_004.json,11,AL,1,AL0340000,,160.0,5351
c-PA0028500-plum,token_reporter,c,batches/batch_005.json,0,PA,1,PA0028500,,159.0,5261
a2-CA00199-highway-patrol-oakland,ambiguous_twin,a2,batches/batch_005.json,1,CA,6,CA0019970|CA0019945|CA0019990|CA0019916|CA0019947|CA0019991,,245.0,8562
b2-NM0090400-hurley,published_zero,b2_cius,batches/batch_005.json,2,NM,1,NM0090400,full_year_nibrs_backed,14.0,5395
c-GA0650000-grady,token_reporter,c,batches/batch_005.json,3,GA,1,GA0650000,,157.0,5167
c-LA0060000-beauregard,token_reporter,c,batches/batch_005.json,4,LA,1,LA0060000,,156.0,5243
b2-KY0110200-junction-city,published_zero,b2_cius,batches/batch_005.json,5,KY,1,KY0110200,full_year_nibrs_backed,12.5,5577
c-MN0130500-north-branch,token_reporter,c,batches/batch_005.json,6,MN,1,MN0130500,,152.5,5556
c-GA1020000-monroe,token_reporter,c,batches/batch_005.json,7,GA,1,GA1020000,,143.0,5339
b2-AL0340400-slocomb,published_zero,b2_cius,batches/batch_005.json,8,AL,1,AL0340400,full_year_nibrs_backed,11.0,5441
c-IN0350100-huntington,token_reporter,c,batches/batch_005.json,9,IN,1,IN0350100,,133.0,5257
c-CA0459935-highway-patrol-redding-area,token_reporter,c,batches/batch_005.json,10,CA,1,CA0459935,,132.5,5237
b2-MO0570700-hawk-point,published_zero,b2_cius,batches/batch_005.json,11,MO,1,MO0570700,full_year_nibrs_backed,11.0,5381
a3-MN-white-earth-vs-white-earth-tribal,ambiguous_twin,a3,batches/batch_006.json,0,MN,2,MN0030600|MNDI01900,,171.0,5754
c-FL0063800-southwest-ranches,token_reporter,c,batches/batch_006.json,1,FL,1,FL0063800,,127.0,5363
c-SC0460500-tega-cay,token_reporter,c,batches/batch_006.json,2,SC,1,SC0460500,,126.0,5539
b2-OH0070300-bridgeport,published_zero,b2_cius,batches/batch_006.json,3,OH,1,OH0070300,full_year_nibrs_backed,11.0,5537
c-OK0160000-comanche,token_reporter,c,batches/batch_006.json,4,OK,1,OK0160000,,123.5,5227
c-FL0032600-parker,token_reporter,c,batches/batch_006.json,5,FL,1,FL0032600,,119.0,5329
c-MN0660000-rice,token_reporter,c,batches/batch_006.json,6,MN,1,MN0660000,,113.0,5165
b2-PA0071000-williamsburg,published_zero,b2_cius,batches/batch_006.json,7,PA,1,PA0071000,zero_month_submission,11.0,5446
c-OR0070000-crook,token_reporter,c,batches/batch_006.json,8,OR,1,OR0070000,,105.5,5429
c-ME0100400-lincoln,token_reporter,c,batches/batch_006.json,9,ME,1,ME0100400,,105.0,5369
b2-SD0290100-miller,published_zero,b2_cius,batches/batch_006.json,10,SD,1,SD0290100,full_year_nibrs_backed,11.0,5447
a3-MI-lincoln-vs-lincoln-township,ambiguous_twin,a3,batches/batch_006.json,11,MI,2,MI0153300|MI1176600,,146.0,6089
c-PA0550100-selinsgrove,token_reporter,c,batches/batch_007.json,0,PA,1,PA0550100,,102.0,5438
c-SD0160000-custer,token_reporter,c,batches/batch_007.json,1,SD,1,SD0160000,,102.0,5208
b2-MO0600500-goodman,published_zero,b2_cius,batches/batch_007.json,2,MO,1,MO0600500,full_year_nibrs_backed,10.5,5403
c-AL0510100-monroeville,token_reporter,c,batches/batch_007.json,3,AL,1,AL0510100,,101.0,5294
c-GA0360100-grovetown,token_reporter,c,batches/batch_007.json,4,GA,1,GA0360100,,100.0,5567
b2-KY1130300-uniontown,published_zero,b2_cius,batches/batch_007.json,5,KY,1,KY1130300,full_year_nibrs_backed,10.0,5539
c-IL0167B00-western-springs,token_reporter,c,batches/batch_007.json,6,IL,1,IL0167B00,,97.0,5485
c-CA0169940-highway-patrol-hanford-area,token_reporter,c,batches/batch_007.json,7,CA,1,CA0169940,,96.5,5225
b2-PA0420800-smethport,published_zero,b2_cius,batches/batch_007.json,8,PA,1,PA0420800,zero_month_submission,10.0,5428
c-NJ0153300-barnegat-township,token_reporter,c,batches/batch_007.json,9,NJ,1,NJ0153300,,95.0,5522
a2-CA05499-highway-patrol-visalia,ambiguous_twin,a2,batches/batch_007.json,10,CA,2,CA0549980|CA0549981,,140.0,5691
c-IL0630000-mason,token_reporter,c,batches/batch_007.json,11,IL,1,IL0630000,,91.0,5311
b2-CA0309600-irvine-valley-college,published_zero,b2_cius,batches/batch_008.json,0,CA,1,CA0309600,zero_month_submission,9.5,5549
c-AL0240000-crenshaw,token_reporter,c,batches/batch_008.json,1,AL,1,AL0240000,,89.5,5194
c-NJ0122300-south-river,token_reporter,c,batches/batch_008.json,2,NJ,1,NJ0122300,,88.5,5525
b2-IL0970300-norris-city,published_zero,b2_cius,batches/batch_008.json,3,IL,1,IL0970300,full_year_nibrs_backed,9.5,5430
c-CO0600000-teller,token_reporter,c,batches/batch_008.json,4,CO,1,CO0600000,,88.0,5417
c-WV0230000-logan,token_reporter,c,batches/batch_008.json,5,WV,1,WV0230000,,86.0,5411
b2-ME0101300-veazie,published_zero,b2_cius,batches/batch_008.json,6,ME,1,ME0101300,full_year_nibrs_backed,9.0,5489
c-TX1790100-perryton,token_reporter,c,batches/batch_008.json,7,TX,1,TX1790100,,85.5,5346
c-WI0690000-waupaca,token_reporter,c,batches/batch_008.json,8,WI,1,WI0690000,,85.5,5338
a2-OK05502-del-city,ambiguous_twin,a2,batches/batch_008.json,9,OK,2,OK0550200|OK055025C,,133.0,6204
c-MO0040000-audrain,token_reporter,c,batches/batch_008.json,10,MO,1,MO0040000,,85.0,5205
b2-NY0262500-hamilton-village,published_zero,b2_cius,batches/batch_008.json,11,NY,1,NY0262500,full_year_nibrs_backed,9.0,5475
c-MO0630000-maries,token_reporter,c,batches/batch_009.json,0,MO,1,MO0630000,,84.5,5147
c-GA0720000-harris,token_reporter,c,batches/batch_009.json,1,GA,1,GA0720000,,83.5,5397
b2-IL0169C00-south-suburban-college,published_zero,b2_cius,batches/batch_009.json,2,IL,1,IL0169C00,full_year_nibrs_backed,8.5,5715
c-MD0010300-frostburg,token_reporter,c,batches/batch_009.json,3,MD,1,MD0010300,,81.0,5433
c-IL0700300-sullivan,token_reporter,c,batches/batch_009.json,4,IL,1,IL0700300,,80.0,5410
b2-MN0110700-pillager,published_zero,b2_cius,batches/batch_009.json,5,MN,1,MN0110700,full_year_nibrs_backed,8.5,5430
c-GA1240100-sylvania,token_reporter,c,batches/batch_009.json,6,GA,1,GA1240100,,77.0,5311
c-PA0100400-zelienople,token_reporter,c,batches/batch_009.json,7,PA,1,PA0100400,,74.0,5218
a3-NC-raleigh-vs-wakemed-campus-police,ambiguous_twin,a3,batches/batch_009.json,8,NC,2,NC092109E|NC0929800,,103.0,5754
b2-OK0120500-fort-towson,published_zero,b2_cius,batches/batch_009.json,9,OK,1,OK0120500,full_year_nibrs_backed,8.5,5539
c-NC0780200-maxton,token_reporter,c,batches/batch_009.json,10,NC,1,NC0780200,,69.5,5292
c-ME0140000-waldo,token_reporter,c,batches/batch_009.json,11,ME,1,ME0140000,,67.0,5333
b2-IL0580100-blue-mound,published_zero,b2_cius,batches/batch_010.json,0,IL,1,IL0580100,full_year_nibrs_backed,8.0,5415
c-OH0140100-blanchester,token_reporter,c,batches/batch_010.json,1,OH,1,OH0140100,,67.0,5363
c-NB0560000-lincoln,token_reporter,c,batches/batch_010.json,2,NE,1,NB0560000,,64.0,5229
b2-MN0640400-morgan,published_zero,b2_cius,batches/batch_010.json,3,MN,1,MN0640400,full_year_nibrs_backed,8.0,5334
c-TN0540300-etowah,token_reporter,c,batches/batch_010.json,4,TN,1,TN0540300,,64.0,5319
c-OH0090900-trenton,token_reporter,c,batches/batch_010.json,5,OH,1,OH0090900,,63.5,5421
a3-MI-lyon-township-vs-lyon-township,ambiguous_twin,a3,batches/batch_010.json,6,MI,2,MI6318600|MI7254200,,77.0,5900
b2-MO0660200-iberia,published_zero,b2_cius,batches/batch_010.json,7,MO,1,MO0660200,full_year_nibrs_backed,8.0,5433
c-WA0190800-central-washington-univ,token_reporter,c,batches/batch_010.json,8,WA,1,WA0190800,,61.5,5627
c-MO0280300-steelville,token_reporter,c,batches/batch_010.json,9,MO,1,MO0280300,,58.5,5291
c-ME0100600-orono,token_reporter,c,batches/batch_010.json,10,ME,1,ME0100600,,58.0,5450
b2-IL0110500-assumption,published_zero,b2_cius,batches/batch_010.json,11,IL,1,IL0110500,full_year_nibrs_backed,7.5,5511
c-IN0380000-jay,token_reporter,c,batches/batch_011.json,0,IN,1,IN0380000,,57.5,5236
c-SD0230000-fall-river,token_reporter,c,batches/batch_011.json,1,SD,1,SD0230000,,57.0,5138
b2-IL0920900-ridge-farm,published_zero,b2_cius,batches/batch_011.json,2,IL,1,IL0920900,full_year_nibrs_backed,7.5,5488
c-MO0430000-hickory,token_reporter,c,batches/batch_011.json,3,MO,1,MO0430000,,56.0,5183
c-CO0530000-rio-grande,token_reporter,c,batches/batch_011.json,4,CO,1,CO0530000,,54.0,5237
b2-AL0380900-taylor,published_zero,b2_cius,batches/batch_011.json,5,AL,1,AL0380900,full_year_nibrs_backed,7.0,5431
a3-MA-chestnut-hill-vs-boston-college,ambiguous_twin,a3,batches/batch_011.json,6,MA,2,MA009619E|MA0096500,,74.0,5771
c-NY0282400-fort-plain-village,token_reporter,c,batches/batch_011.json,7,NY,1,NY0282400,,54.0,5270
c-CA0479945-highway-patrol-yreka-area,token_reporter,c,batches/batch_011.json,8,CA,1,CA0479945,,52.0,5225
b2-GA1050200-eton,published_zero,b2_cius,batches/batch_011.json,9,GA,1,GA1050200,full_year_nibrs_backed,7.0,5510
c-MN0520000-nicollet,token_reporter,c,batches/batch_011.json,10,MN,1,MN0520000,,52.0,5360
c-MO0770000-ozark,token_reporter,c,batches/batch_011.json,11,MO,1,MO0770000,,52.0,5172
b2-MN0540100-ada,published_zero,b2_cius,batches/batch_012.json,0,MN,1,MN0540100,full_year_nibrs_backed,6.5,5353
c-FL0460400-valparaiso,token_reporter,c,batches/batch_012.json,1,FL,1,FL0460400,,51.0,5093
c-AL0260600-midland-city,token_reporter,c,batches/batch_012.json,2,AL,1,AL0260600,,49.0,5322
b2-SC0231900-bob-jones-university,published_zero,b2_cius,batches/batch_012.json,3,SC,1,SC0231900,full_year_nibrs_backed,6.5,5714
c-IA0600000-lyon,token_reporter,c,batches/batch_012.json,4,IA,1,IA0600000,,49.0,5383
a2-CA03699-highway-patrol-victorville,ambiguous_twin,a2,batches/batch_012.json,5,CA,10,CA0369950|CA0369930|CA0369955|CA0369934|CA0369960|CA0369901|CA0369908|CA0369965|CA0369970|CA0369975,,70.0,11388
c-NMDI02200-pojoaque-tribal,token_reporter,c,batches/batch_012.json,6,NM,1,NMDI02200,,49.0,5499
b2-CA0470700-tulelake,published_zero,b2_cius,batches/batch_012.json,7,CA,1,CA0470700,full_year_nibrs_backed,6.0,5458
c-IL0500100-la-salle,token_reporter,c,batches/batch_012.json,8,IL,1,IL0500100,,48.0,5441
c-PA0380600-south-lebanon-township,token_reporter,c,batches/batch_012.json,9,PA,1,PA0380600,,48.0,5299
b2-IL1011000-durand,published_zero,b2_cius,batches/batch_012.json,10,IL,1,IL1011000,full_year_nibrs_backed,6.0,5481
c-TX1420000-la-salle,token_reporter,c,batches/batch_012.json,11,TX,1,TX1420000,,48.0,5326
c-MO0140500-holts-summit,token_reporter,c,batches/batch_013.json,0,MO,1,MO0140500,,47.0,5430
c-TN0040000-bledsoe,token_reporter,c,batches/batch_013.json,1,TN,1,TN0040000,,46.5,5238
b2-MI7859600-morrice,published_zero,b2_cius,batches/batch_013.json,2,MI,1,MI7859600,full_year_nibrs_backed,6.0,5527
c-MN0230000-fillmore,token_reporter,c,batches/batch_013.json,3,MN,1,MN0230000,,45.0,5400
a2-CA04299-highway-patrol-santa,ambiguous_twin,a2,batches/batch_013.json,4,CA,3,CA0429950|CA0429960|CA0429955,,62.0,6415
c-MO0690000-monroe,token_reporter,c,batches/batch_013.json,5,MO,1,MO0690000,,45.0,5141
b2-PA0100800-mars,published_zero,b2_cius,batches/batch_013.json,6,PA,1,PA0100800,zero_month_submission,6.0,5338
c-IL0850100-rushville,token_reporter,c,batches/batch_013.json,7,IL,1,IL0850100,,44.0,5219
c-MS0620200-morton,token_reporter,c,batches/batch_013.json,8,MS,1,MS0620200,,44.0,5258
b2-TX1100400-south-plains-college,published_zero,b2_cius,batches/batch_013.json,9,TX,1,TX1100400,full_year_nibrs_backed,6.0,5694
c-MS0250700-edwards,token_reporter,c,batches/batch_013.json,10,MS,1,MS0250700,,43.5,5082
c-AL0450000-lowndes,token_reporter,c,batches/batch_013.json,11,AL,1,AL0450000,,43.0,5183
b2-VA0960400-pound,published_zero,b2_cius,batches/batch_014.json,0,VA,1,VA0960400,full_year_nibrs_backed,6.0,5404
c-KS0340100-ulysses,token_reporter,c,batches/batch_014.json,1,KS,1,KS0340100,,43.0,5469
a3-MI-springfield-vs-springfield-township,ambiguous_twin,a3,batches/batch_014.json,2,MI,2,MI1375700|MI6319200,,62.0,5871
c-AL0480200-linden,token_reporter,c,batches/batch_014.json,3,AL,1,AL0480200,,41.0,5398
b2-MN0400600-cleveland,published_zero,b2_cius,batches/batch_014.json,4,MN,1,MN0400600,full_year_nibrs_backed,5.5,5419
c-IL0670000-monroe,token_reporter,c,batches/batch_014.json,5,IL,1,IL0670000,,41.0,5312
c-NY0100300-greenport-town,token_reporter,c,batches/batch_014.json,6,NY,1,NY0100300,,41.0,5361
b2-TX0980200-spearman,published_zero,b2_cius,batches/batch_014.json,7,TX,1,TX0980200,full_year_nibrs_backed,5.5,5543
c-KY0740000-mccreary,token_reporter,c,batches/batch_014.json,8,KY,1,KY0740000,,40.5,5385
c-IN0360000-jackson,token_reporter,c,batches/batch_014.json,9,IN,1,IN0360000,,40.0,5327
b2-IL0090100-ashland,published_zero,b2_cius,batches/batch_014.json,10,IL,1,IL0090100,full_year_nibrs_backed,5.0,5415
c-TN0080000-cannon,token_reporter,c,batches/batch_014.json,11,TN,1,TN0080000,,40.0,5385
c-PA0040900-brighton-township,token_reporter,c,batches/batch_015.json,0,PA,1,PA0040900,,39.0,5258
a3-MI-coloma-city-vs-coloma-township,ambiguous_twin,a3,batches/batch_015.json,1,MI,2,MI1132400|MI1185300,,62.0,6017
b2-IL0900400-hopedale,published_zero,b2_cius,batches/batch_015.json,2,IL,1,IL0900400,full_year_nibrs_backed,5.0,5480
c-IL0491900-round-lake-park,token_reporter,c,batches/batch_015.json,3,IL,1,IL0491900,,38.0,5434
c-NM0130300-jal,token_reporter,c,batches/batch_015.json,4,NM,1,NM0130300,,37.5,5312
c-NY0152700-ticonderoga-town,token_reporter,c,batches/batch_015.json,5,NY,1,NY0152700,,37.0,5220
b2-KY0290100-burkesville,published_zero,b2_cius,batches/batch_015.json,6,KY,1,KY0290100,full_year_nibrs_backed,5.0,5523
c-TX0800200-mount-vernon,token_reporter,c,batches/batch_015.json,7,TX,1,TX0800200,,37.0,5197
c-OH0760500-east-canton,token_reporter,c,batches/batch_015.json,8,OH,1,OH0760500,,36.5,5300
b2-LA0190100-clinton,published_zero,b2_cius,batches/batch_015.json,9,LA,1,LA0190100,full_year_nibrs_backed,5.0,5463
c-MS0210000-greene,token_reporter,c,batches/batch_015.json,10,MS,1,MS0210000,,36.0,5395
c-MO0540600-odessa,token_reporter,c,batches/batch_015.json,11,MO,1,MO0540600,,35.5,5299
b2-MO0440500-oregon,published_zero,b2_cius,batches/batch_016.json,0,MO,1,MO0440500,full_year_nibrs_backed,5.0,5432
a2-CA00499-highway-patrol-oroville,ambiguous_twin,a2,batches/batch_016.json,1,CA,2,CA0049940|CA0049941,,53.0,5668
c-AL0640500-sumiton,token_reporter,c,batches/batch_016.json,2,AL,1,AL0640500,,35.0,5311
c-PA0631600-centerville,token_reporter,c,batches/batch_016.json,3,PA,1,PA0631600,,35.0,5258
b2-NY0195100-durham-town,published_zero,b2_cius,batches/batch_016.json,4,NY,1,NY0195100,zero_month_submission,5.0,5419
c-PA0350900-jermyn,token_reporter,c,batches/batch_016.json,5,PA,1,PA0350900,,34.5,5263
c-IA0840100-orange-city,token_reporter,c,batches/batch_016.json,6,IA,1,IA0840100,,34.0,5321
b2-IL0451900-waubonsee-comm-college,published_zero,b2_cius,batches/batch_016.json,7,IL,1,IL0451900,full_year_nibrs_backed,4.5,5757
c-WI0650700-bloomfield,token_reporter,c,batches/batch_016.json,8,WI,1,WI0650700,,34.0,5333
c-IL0340000-hancock,token_reporter,c,batches/batch_016.json,9,IL,1,IL0340000,,33.0,5305
b2-KY0470400-west-point,published_zero,b2_cius,batches/batch_016.json,10,KY,1,KY0470400,full_year_nibrs_backed,4.5,5541
c-MN0694400-east-range,token_reporter,c,batches/batch_016.json,11,MN,1,MN0694400,,32.5,5276
a2-CA02099-highway-patrol-madera,ambiguous_twin,a2,batches/batch_017.json,0,CA,2,CA0209950|CA0209956,,50.0,5663
c-AL0350000-greene,token_reporter,c,batches/batch_017.json,1,AL,1,AL0350000,,32.0,5323
b2-NY0502900-wayland-village,published_zero,b2_cius+state_publication,batches/batch_017.json,2,NY,1,NY0502900,contradicted_by_srs,4.5,5653
c-KY0060000-bath,token_reporter,c,batches/batch_017.json,3,KY,1,KY0060000,,31.5,5345
c-IL0161B00-stone-park,token_reporter,c,batches/batch_017.json,4,IL,1,IL0161B00,,31.0,5451
c-OH0253400-perry-township,token_reporter,c,batches/batch_017.json,5,OH,1,OH0253400,,31.0,5397
b2-IL0167E00-oakton-community-college,published_zero,b2_cius,batches/batch_017.json,6,IL,1,IL0167E00,full_year_nibrs_backed,4.0,5739
c-PA0028600-port-vue,token_reporter,c,batches/batch_017.json,7,PA,1,PA0028600,,31.0,5251
c-PA0140100-bellefonte,token_reporter,c,batches/batch_017.json,8,PA,1,PA0140100,,31.0,5234
b2-IL0603800-grantfork,published_zero,b2_cius,batches/batch_017.json,9,IL,1,IL0603800,full_year_nibrs_backed,4.0,5479
c-PA0650300-irwin,token_reporter,c,batches/batch_017.json,10,PA,1,PA0650300,,31.0,5244
a2-CA01299-highway-patrol-humboldt,ambiguous_twin,a2,batches/batch_017.json,11,CA,2,CA0129925|CA0129926,,43.0,5690
c-TX0613500-northeast,token_reporter,c,batches/batch_018.json,0,TX,1,TX0613500,,31.0,5458
b2-IL0870600-cowden,published_zero,b2_cius,batches/batch_018.json,1,IL,1,IL0870600,full_year_nibrs_backed,4.0,5450
c-VT0070000-grand-isle,token_reporter,c,batches/batch_018.json,2,VT,1,VT0070000,,31.0,5384
c-MO0510200-knob-noster,token_reporter,c,batches/batch_018.json,3,MO,1,MO0510200,,30.5,5418
b2-KS0050400-claflin,published_zero,b2_cius,batches/batch_018.json,4,KS,1,KS0050400,full_year_nibrs_backed,4.0,5434
c-PA0541500-hegins-township,token_reporter,c,batches/batch_018.json,5,PA,1,PA0541500,,30.5,5242
c-NJ0020100-allendale,token_reporter,c,batches/batch_018.json,6,NJ,1,NJ0020100,,30.0,5402
b2-KS0160300-lebo,published_zero,b2_cius,batches/batch_018.json,7,KS,1,KS0160300,full_year_nibrs_backed,4.0,5416
c-PA0032200-east-franklin-township,token_reporter,c,batches/batch_018.json,8,PA,1,PA0032200,,30.0,5253
a3-MI-montrose-vs-montrose-township,ambiguous_twin,a3,batches/batch_018.json,9,MI,2,MI2559300|MI2589900,,41.0,6058
c-PA0150900-parkesburg,token_reporter,c,batches/batch_018.json,10,PA,1,PA0150900,,30.0,5271
b2-NC0101000-caswell-beach,published_zero,b2_cius,batches/batch_018.json,11,NC,1,NC0101000,full_year_nibrs_backed,4.0,5476
c-TN0140000-clay,token_reporter,c,batches/batch_019.json,0,TN,1,TN0140000,,30.0,5329
c-PA0092300-upper-makefield-township,token_reporter,c,batches/batch_019.json,1,PA,1,PA0092300,,29.0,5375
b2-NJ0191600-ogdensburg,published_zero,b2_cius,batches/batch_019.json,2,NJ,1,NJ0191600,full_year_nibrs_backed,4.0,5420
c-PA0201400-west-mead-township,token_reporter,c,batches/batch_019.json,3,PA,1,PA0201400,,29.0,5274
c-TX2520000-young,token_reporter,c,batches/batch_019.json,4,TX,1,TX2520000,,29.0,5332
b2-NY0192200-coxsackie-village,published_zero,b2_cius+state_publication,batches/batch_019.json,5,NY,1,NY0192200,contradicted_by_srs,4.0,5710
c-FL0050800-melbourne-beach,token_reporter,c,batches/batch_019.json,6,FL,1,FL0050800,,28.5,5175
c-MA0020600-dalton,token_reporter,c,batches/batch_019.json,7,MA,1,MA0020600,,28.5,5482
a3-GA-morehouse-college-vs-atlanta,ambiguous_twin,a3,batches/batch_019.json,8,GA,2,GA0604000|GA0604400,,38.0,5878
c-PA0101800-buffalo-township,token_reporter,c,batches/batch_019.json,9,PA,1,PA0101800,,28.0,5258
b2-IL0169F00-morton-college,published_zero,b2_cius,batches/batch_019.json,10,IL,1,IL0169F00,full_year_nibrs_backed,3.5,5692
c-AL0580800-margaret,token_reporter,c,batches/batch_019.json,11,AL,1,AL0580800,,27.5,5423
c-PA0041700-north-sewickley-township,token_reporter,c,batches/batch_020.json,0,PA,1,PA0041700,,27.0,5314
b2-OK0230700-shattuck,published_zero,b2_cius,batches/batch_020.json,1,OK,1,OK0230700,full_year_nibrs_backed,3.5,5535
c-PA0650800-mount-pleasant,token_reporter,c,batches/batch_020.json,2,PA,1,PA0650800,,27.0,5358
c-WI0131600-marshall-village,token_reporter,c,batches/batch_020.json,3,WI,1,WI0131600,,26.0,5510
b2-TX0910100-collinsville,published_zero,b2_cius,batches/batch_020.json,4,TX,1,TX0910100,full_year_nibrs_backed,3.5,5527
c-AL0080200-blountsville,token_reporter,c,batches/batch_020.json,5,AL,1,AL0080200,,25.5,5390
c-IA0980000-worth,token_reporter,c,batches/batch_020.json,6,IA,1,IA0980000,,25.5,5352
b2-AL0540500-pickensville,published_zero,b2_cius,batches/batch_020.json,7,AL,1,AL0540500,full_year_nibrs_backed,3.0,5421
a2-CA02499-highway-patrol-merced,ambiguous_twin,a2,batches/batch_020.json,8,CA,3,CA0249960|CA0249961|CA0249964,,36.0,6413
