ori9,fill_rows,n_rows,fill_mass,total_estimated,reported_2024,fill_sources,last_usable_year_before_2024,usable_rows_2024,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,years_since_last_real_report,on_fbi_2024_roster
FL0375000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T LEON COUNTY,special_jurisdiction,0.0,73.0,70600.0,srs_agency_header,5.0,True
FL0305000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HOLMES COUNTY,special_jurisdiction,,59.0,99059.0,srs_agency_header,5.0,False
FL0300200,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HOLMES COUNTY,unknown,0.0,59.0,,fbi_cde_agency_roster,5.0,True
FL0298000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HILLSBOROUGH COUNT,special_jurisdiction,0.0,57.0,99057.0,srs_agency_header,5.0,True
FL0297000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DIFS HILLSBOROUGH COUNT,special_jurisdiction,0.0,57.0,99057.0,srs_agency_header,5.0,True
FL0218000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC GILCHRIST COUNTY,special_jurisdiction,0.0,41.0,99041.0,srs_agency_header,5.0,True
FL0220200,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG GLADES COUNTY,unknown,0.0,43.0,,fbi_cde_agency_roster,5.0,True
FL0225000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T GLADES COUNTY,special_jurisdiction,,43.0,99043.0,srs_agency_header,5.0,False
FL0228000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC GLADES COUNTY,special_jurisdiction,0.0,43.0,99043.0,srs_agency_header,5.0,True
FL0230300,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG GULF COUNTY,unknown,0.0,45.0,,fbi_cde_agency_roster,5.0,True
FL0235000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T GULF COUNTY,special_jurisdiction,,45.0,99045.0,srs_agency_header,5.0,False
FL0238000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC GULF COUNTY,special_jurisdiction,0.0,45.0,99045.0,srs_agency_header,5.0,True
FL0239000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HP GULF COUNTY,state_law_enforcement,0.0,45.0,99045.0,srs_agency_header,5.0,True
FL0241300,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HAMILTON CNTY,state_law_enforcement,,47.0,99047.0,srs_agency_header,5.0,False
FL0245000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HAMILTON COUNTY,special_jurisdiction,,47.0,99047.0,srs_agency_header,5.0,False
FL0248000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HAMILTON COUNTY,special_jurisdiction,0.0,47.0,99047.0,srs_agency_header,5.0,True
FL0250400,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HARDEE COUNTY,unknown,0.0,49.0,,fbi_cde_agency_roster,5.0,True
FL0255000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HARDEE COUNTY,special_jurisdiction,,49.0,99049.0,srs_agency_header,5.0,False
FL0258000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HARDEE COUNTY,special_jurisdiction,0.0,49.0,99049.0,srs_agency_header,5.0,True
FL0259000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HP HARDEE COUNTY,state_law_enforcement,0.0,49.0,99049.0,srs_agency_header,5.0,True
FL0260500,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HENDRY COUNTY,unknown,0.0,51.0,,fbi_cde_agency_roster,5.0,True
FL0265000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HENDRY COUNTY,special_jurisdiction,,51.0,99051.0,srs_agency_header,5.0,False
FL0268000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HENDRY COUNTY,special_jurisdiction,0.0,51.0,99051.0,srs_agency_header,5.0,True
FL0269000,6,7,0.0,36.0,3.0,hist_median,2019.0,0.0,HP HENDRY COUNTY,state_law_enforcement,0.0,51.0,99051.0,srs_agency_header,5.0,True
FL0270500,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HERNANDO CNTY,unknown,0.0,53.0,,fbi_cde_agency_roster,5.0,True
FL0275000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HERNANDO COUNTY,special_jurisdiction,,53.0,99053.0,srs_agency_header,5.0,False
FL0278000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HERNANDO COUNTY,special_jurisdiction,0.0,53.0,99053.0,srs_agency_header,5.0,True
FL0208000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC GADSDEN COUNTY,special_jurisdiction,0.0,39.0,99039.0,srs_agency_header,5.0,True
FL0280600,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HIGHLANDS CNTY,unknown,0.0,55.0,,fbi_cde_agency_roster,5.0,True
FL0285000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HIGHLANDS COUNTY,special_jurisdiction,,55.0,99055.0,srs_agency_header,5.0,False
FL0288000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC HIGHLANDS COUNTY,special_jurisdiction,0.0,55.0,99055.0,srs_agency_header,5.0,True
FL0289000,6,7,0.0,12.0,1.0,hist_median,2019.0,0.0,HP HIGHLANDS COUNTY,state_law_enforcement,0.0,55.0,38625.0,srs_agency_header,5.0,True
FL0291800,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG HILLSBOROUGH C,unknown,0.0,57.0,,fbi_cde_agency_roster,5.0,True
FL0295000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T HILLSBOROUGH CNTY,special_jurisdiction,0.0,57.0,71000.0,srs_agency_header,5.0,True
FL0195000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T FRANKLIN COUNTY,special_jurisdiction,,37.0,99037.0,srs_agency_header,5.0,False
FL0380600,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG LEVY COUNTY,unknown,0.0,75.0,,fbi_cde_agency_roster,5.0,True
FL0550900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG ST JOHNS CNTY,unknown,0.0,109.0,,fbi_cde_agency_roster,5.0,True
FL0508000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC PALM BEACH COUNTY,special_jurisdiction,0.0,99.0,76600.0,srs_agency_header,5.0,True
FL0188000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC FLAGLER COUNTY,special_jurisdiction,0.0,35.0,99035.0,srs_agency_header,5.0,True
FL0185000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T FLAGLER COUNTY,unknown,0.0,35.0,,fbi_cde_agency_roster,5.0,True
FL0482900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG ORANGE COUNTY,unknown,0.0,95.0,,fbi_cde_agency_roster,5.0,True
FL0485000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T ORANGE COUNTY,special_jurisdiction,0.0,95.0,53000.0,srs_agency_header,5.0,True
FL0487000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DIFS ORANGE COUNTY,special_jurisdiction,0.0,95.0,99095.0,srs_agency_header,5.0,True
FL0488000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC ORANGE COUNTY,special_jurisdiction,0.0,95.0,53000.0,srs_agency_header,5.0,True
FL0180500,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG FLAGLER CNTY,unknown,0.0,35.0,,fbi_cde_agency_roster,5.0,True
FL0490500,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG OSCEOLA COUNTY,unknown,0.0,97.0,,fbi_cde_agency_roster,5.0,True
FL0495000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T OSCEOLA COUNTY,special_jurisdiction,,97.0,99097.0,srs_agency_header,5.0,False
FL0498000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC OSCEOLA COUNTY,special_jurisdiction,0.0,97.0,99097.0,srs_agency_header,5.0,True
FL0179000,3,7,0.0,144.0,12.0,hist_median,2019.0,0.0,HP ESCAMBIA COUNTY,state_law_enforcement,0.0,33.0,55925.0,srs_agency_header,5.0,True
FL0505600,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG PALM BEACH CTY,unknown,0.0,99.0,,fbi_cde_agency_roster,5.0,True
FL0506000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T PALM BEACH COUNTY,special_jurisdiction,,99.0,99099.0,srs_agency_header,5.0,False
FL0507000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DIFS PALM BEACH COUNTY,special_jurisdiction,0.0,99.0,99099.0,srs_agency_header,5.0,True
FL0509000,2,7,0.0,312.0,26.0,hist_median,2019.0,0.0,HP PALM BEACH COUNTY,state_law_enforcement,0.0,99.0,76600.0,srs_agency_header,5.0,True
FL0385000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T LEVY COUNTY,special_jurisdiction,,75.0,99075.0,srs_agency_header,5.0,False
FL0510700,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG PASCO COUNTY,unknown,0.0,101.0,,fbi_cde_agency_roster,5.0,True
FL0515000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T PASCO COUNTY,special_jurisdiction,,101.0,99101.0,srs_agency_header,5.0,False
FL0518000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC PASCO COUNTY,special_jurisdiction,0.0,101.0,99101.0,srs_agency_header,5.0,True
FL0519000,3,7,0.0,96.0,8.0,hist_median,2020.0,0.0,HP PASCO COUNTY,state_law_enforcement,0.0,101.0,99101.0,srs_agency_header,4.0,True
FL0522200,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG PINELLAS CNTY,unknown,0.0,103.0,,fbi_cde_agency_roster,5.0,True
FL0523000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DIFS PINELLAS COUNTY,special_jurisdiction,0.0,103.0,99103.0,srs_agency_header,5.0,True
FL0525000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T PINELLAS COUNTY,special_jurisdiction,0.0,103.0,12875.0,srs_agency_header,5.0,True
FL0528000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC PINELLAS COUNTY,special_jurisdiction,0.0,103.0,99103.0,srs_agency_header,5.0,True
FL0532100,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG POLK COUNTY,state_law_enforcement,,105.0,99105.0,srs_agency_header,5.0,False
FL0535000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T POLK COUNTY,special_jurisdiction,0.0,105.0,38250.0,srs_agency_header,5.0,True
FL0538000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC POLK COUNTY,special_jurisdiction,0.0,105.0,99105.0,srs_agency_header,5.0,True
FL0540700,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG PUTNAM COUNTY,unknown,0.0,107.0,,fbi_cde_agency_roster,5.0,True
FL0545000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T PUTNAM COUNTY,special_jurisdiction,,107.0,99107.0,srs_agency_header,5.0,False
FL0548000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC PUTNAM COUNTY,special_jurisdiction,0.0,107.0,99107.0,srs_agency_header,5.0,True
FL0478000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC OKEECHOBEE COUNTY,special_jurisdiction,0.0,93.0,51200.0,srs_agency_header,5.0,True
FL0475000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T OKEECHOBEE COUNTY,special_jurisdiction,,93.0,99093.0,srs_agency_header,5.0,False
FL0470400,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG OKEECHOBEE CTY,state_law_enforcement,,93.0,99093.0,srs_agency_header,5.0,False
FL0469000,5,7,0.0,60.0,5.0,hist_median,2019.0,0.0,HP OKALOOSA COUNTY,state_law_enforcement,0.0,91.0,15475.0,srs_agency_header,5.0,True
FL0388000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC LEVY COUNTY,special_jurisdiction,0.0,75.0,99075.0,srs_agency_header,5.0,True
FL0389000,6,7,0.0,12.0,1.0,hist_median,2019.0,0.0,HP LEVY COUNTY,state_law_enforcement,0.0,75.0,99075.0,srs_agency_header,5.0,True
FL0390100,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG LIBERTY COUNTY,unknown,0.0,77.0,,fbi_cde_agency_roster,5.0,True
FL0395000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T LIBERTY COUNTY,special_jurisdiction,,77.0,99077.0,srs_agency_header,5.0,False
FL0398000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC LIBERTY COUNTY,special_jurisdiction,0.0,77.0,99077.0,srs_agency_header,5.0,True
FL0399000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HP LIBERTY COUNTY,state_law_enforcement,0.0,77.0,99077.0,srs_agency_header,5.0,True
FL0400600,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG MADISON COUNTY,state_law_enforcement,,79.0,99079.0,srs_agency_header,5.0,False
FL0405000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T MADISON COUNTY,special_jurisdiction,,79.0,99079.0,srs_agency_header,5.0,False
FL0408000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC MADISON COUNTY,special_jurisdiction,0.0,79.0,99079.0,srs_agency_header,5.0,True
FL0410900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG MANATEE COUNTY,unknown,0.0,81.0,,fbi_cde_agency_roster,5.0,True
FL0415000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T MANATEE COUNTY,special_jurisdiction,,81.0,99081.0,srs_agency_header,5.0,False
FL0418000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC MANATEE COUNTY,special_jurisdiction,0.0,81.0,99081.0,srs_agency_header,5.0,True
FL0420900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG MARION COUNTY,state_law_enforcement,,83.0,99083.0,srs_agency_header,5.0,False
FL0425000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T MARION COUNTY,special_jurisdiction,0.0,83.0,50750.0,srs_agency_header,5.0,True
FL0428000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC MARION COUNTY,special_jurisdiction,0.0,83.0,99083.0,srs_agency_header,5.0,True
FL0430600,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG MARTIN COUNTY,state_law_enforcement,0.0,85.0,99085.0,srs_agency_header,5.0,True
FL0435000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T MARTIN COUNTY,special_jurisdiction,,85.0,99085.0,srs_agency_header,5.0,False
FL0438000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC MARTIN COUNTY,special_jurisdiction,0.0,85.0,99085.0,srs_agency_header,5.0,True
FL0440700,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG MONROE COUNTY,unknown,0.0,87.0,,fbi_cde_agency_roster,5.0,True
FL0445000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T MONROE COUNTY,special_jurisdiction,0.0,87.0,36550.0,srs_agency_header,5.0,True
FL0448000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC MONROE COUNTY,special_jurisdiction,0.0,87.0,99087.0,srs_agency_header,5.0,True
FL0449000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HP MONROE COUNTY,state_law_enforcement,0.0,87.0,43000.0,srs_agency_header,5.0,True
FL0451100,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG NASSAU COUNTY,unknown,0.0,89.0,,fbi_cde_agency_roster,5.0,True
FL0455000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T NASSAU COUNTY,special_jurisdiction,,89.0,99089.0,srs_agency_header,5.0,False
FL0458000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC NASSAU COUNTY,special_jurisdiction,0.0,89.0,99089.0,srs_agency_header,5.0,True
FL0459000,4,7,0.0,60.0,5.0,hist_median,2019.0,0.0,HP NASSAU COUNTY,state_law_enforcement,0.0,89.0,99089.0,srs_agency_header,5.0,True
FL0461200,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DOC OIG OKALOOSA CNTY,unknown,0.0,91.0,,fbi_cde_agency_roster,5.0,True
FL0465000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,DAB T OKALOOSA COUNTY,special_jurisdiction,,91.0,99091.0,srs_agency_header,5.0,False
FL0468000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,FWCC OKALOOSA COUNTY,special_jurisdiction,0.0,91.0,99091.0,srs_agency_header,5.0,True
KS0020200,7,7,0.0,0.0,0.0,hist_median,2021.0,0.0,COLONY,local_police,425.0,3.0,14950.0,srs_agency_header,3.0,True
KS0060200,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,BRONSON,local_police,311.0,11.0,,leaic_crosswalk,5.0,False
KS0270400,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HOLYROOD,local_police,431.0,53.0,32850.0,srs_agency_header,5.0,True
NJ0018900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR ATLANTIC CTY,special_jurisdiction,0.0,1.0,99001.0,srs_agency_header,5.0,True
NC0930100,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,NORLINA,local_police,1055.0,185.0,47240.0,srs_agency_header,6.0,True
NC0940400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR PETTIGREW,special_jurisdiction,0.0,187.0,15420.0,srs_agency_header,6.0,True
NC0951000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR ELK KNOB,special_jurisdiction,0.0,189.0,99189.0,srs_agency_header,6.0,True
NC0960300,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,FREMONT,local_police,1266.0,191.0,24900.0,srs_agency_header,6.0,True
NC0960500,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,PIKEVILLE,local_police,722.0,191.0,51780.0,srs_agency_header,6.0,True
NC0960700,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,CHERRY HOSPITAL,special_jurisdiction,0.0,191.0,26880.0,srs_agency_header,6.0,True
NC0960800,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,WALNUT CREEK,local_police,1103.0,191.0,70820.0,srs_agency_header,6.0,True
NC0980200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,BLACK CREEK,local_police,773.0,195.0,6080.0,srs_agency_header,6.0,True
NC0990400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,EAST BEND,local_police,638.0,197.0,19320.0,srs_agency_header,6.0,True
NCBCI0000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,NC STATE BUREAU OF INVES,special_jurisdiction,0.0,183.0,55000.0,srs_agency_header,6.0,True
NCDMV0000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,DIVISION OF MOTOR VEHICL,unknown,,63.0,,leaic_crosswalk,6.0,False
NCNHP0000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,NC HIGHWAY PATROL,state_law_enforcement,0.0,183.0,55000.0,srs_agency_header,6.0,True
NCWLF0000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,DEPT OF WILDLIFE,special_jurisdiction,0.0,183.0,55000.0,srs_agency_header,6.0,True
NJ0010000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,ATLANTIC,sheriff,0.0,1.0,99001.0,srs_agency_header,5.0,True
NJ0028900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR BERGEN CNTY,special_jurisdiction,0.0,3.0,99003.0,srs_agency_header,5.0,True
NJ0118900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR MERCER CNTY,special_jurisdiction,0.0,21.0,99021.0,srs_agency_header,5.0,True
NJ0030000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,BURLINGTON,sheriff,0.0,5.0,99005.0,srs_agency_header,5.0,True
NJ0038900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR BURLINGTON C,special_jurisdiction,0.0,5.0,99005.0,srs_agency_header,5.0,True
NJ0042900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PINE VALLEY,local_police,12.0,7.0,58920.0,srs_agency_header,5.0,True
NJ0048900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR CAMDEN CNTY,special_jurisdiction,0.0,7.0,99007.0,srs_agency_header,5.0,True
NJ0050000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,CAPE MAY,sheriff,0.0,9.0,99009.0,srs_agency_header,5.0,True
NJ0058900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR CAPE MAY CTY,special_jurisdiction,0.0,9.0,99009.0,srs_agency_header,5.0,True
NJ0068900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR CUMBERLAND C,special_jurisdiction,0.0,11.0,99011.0,srs_agency_header,5.0,True
NJ0078900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR ESSEX COUNTY,special_jurisdiction,0.0,13.0,99013.0,srs_agency_header,5.0,True
NJ0080000,5,7,0.0,24.0,4.0,hist_median,2019.0,0.0,GLOUCESTER,sheriff,0.0,15.0,99015.0,srs_agency_header,5.0,True
NJ0088900,6,7,0.0,12.0,2.0,hist_median,2019.0,0.0,PROSECUTOR GLOUCESTER C,special_jurisdiction,0.0,15.0,99015.0,srs_agency_header,5.0,True
NJ0090000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HUDSON,sheriff,0.0,17.0,99017.0,srs_agency_header,5.0,True
NJ0098900,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,PROSECUTOR HUDSON CNTY,special_jurisdiction,0.0,17.0,99017.0,srs_agency_header,5.0,True
NJ0100000,7,7,0.0,0.0,0.0,hist_median,2019.0,0.0,HUNTERDON,sheriff,0.0,19.0,99019.0,srs_agency_header,5.0,True
NJ0101000,4,7,0.0,14.666666666666666,11.0,hist_median,2019.0,0.0,FRANKLIN TOWNSHIP,local_police,3560.0,19.0,24870.0,srs_agency_header,5.0,True
NC0929000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,DIV OF ALCOHOL LAW ENFOR,special_jurisdiction,0.0,183.0,55000.0,srs_agency_header,6.0,True
NC0923300,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SAINT AUGUSTINE S UNIV,special_jurisdiction,,183.0,55000.0,srs_agency_header,6.0,False
NC0922100,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,STATE FAIRGROUNDS,special_jurisdiction,0.0,183.0,55000.0,srs_agency_header,6.0,True
NC0850400,7,7,0.0,0.0,0.0,hist_median,2020.0,0.0,SPR HANGING ROCK,special_jurisdiction,0.0,169.0,16240.0,srs_agency_header,4.0,True
NC0560200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,OLD FORT,local_police,926.0,111.0,48920.0,srs_agency_header,6.0,True
NC0601400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,QUEENS UNIVERSITY,local_police,,119.0,99991.0,srs_agency_header,6.0,False
NC0601800,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,DAVIDSON COLLEGE,special_jurisdiction,,119.0,16400.0,srs_agency_header,6.0,False
NC0631000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR WEYMOUTH WDS SNDH NP,special_jurisdiction,0.0,125.0,63120.0,srs_agency_header,6.0,True
NC0631200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,CAMERON,local_police,359.0,125.0,9800.0,srs_agency_header,6.0,False
NC0640700,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,WHITAKERS,local_police,708.0,127.0,73160.0,srs_agency_header,6.0,True
NC0645000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,NASH CO ABC ENFORCEMENT,special_jurisdiction,0.0,127.0,99127.0,srs_agency_header,6.0,True
NC0650400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,KURE BEACH,local_police,2169.0,129.0,36220.0,srs_agency_header,6.0,True
NC0650700,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,WILMINGTON INTL AIRPORT,special_jurisdiction,0.0,129.0,99129.0,srs_agency_header,6.0,False
NC0650800,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR CAROLINA BEACH,special_jurisdiction,0.0,129.0,10500.0,srs_agency_header,6.0,True
NC0660100,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,RICH SQUARE,local_police,847.0,131.0,56440.0,srs_agency_header,6.0,True
NC0660200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,CONWAY,local_police,738.0,131.0,14400.0,srs_agency_header,6.0,True
NC0660300,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,GASTON,local_police,1034.0,131.0,25560.0,srs_agency_header,6.0,True
NC0660400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,JACKSON,local_police,460.0,131.0,34000.0,srs_agency_header,6.0,True
NC0660800,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,GARYSBURG,local_police,929.0,131.0,25540.0,srs_agency_header,6.0,True
NC0670700,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR HAMMOCKS BEACH,special_jurisdiction,0.0,133.0,99133.0,srs_agency_header,6.0,True
NC0710200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,TOPSAIL BEACH,local_police,508.0,141.0,68040.0,srs_agency_header,6.0,True
NC0720200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,WINFALL,local_police,621.0,143.0,74720.0,srs_agency_header,6.0,True
NC0740400,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,BETHEL,local_police,1617.0,147.0,5460.0,srs_agency_header,6.0,False
NC0760700,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SEAGROVE,local_police,242.0,151.0,60080.0,srs_agency_header,6.0,True
NC0770200,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,HAMLET,local_police,6328.0,153.0,29160.0,srs_agency_header,6.0,True
NC0780600,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,PARKTON,local_police,501.0,155.0,50340.0,srs_agency_header,6.0,True
NC0781000,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPR LUMBER RIVER,special_jurisdiction,0.0,155.0,49460.0,srs_agency_header,6.0,True
NC0810300,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,SPINDALE,local_police,4306.0,161.0,63880.0,srs_agency_header,6.0,True
NC0820300,7,7,0.0,0.0,0.0,hist_median,2018.0,0.0,NEWTON GROVE,local_police,579.0,163.0,47020.0,srs_agency_header,6.0,True
