ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,group_n_ori9,group_n_distinct_signature,group_total_sum,group_total_max,group_total_min,group_excess_mass,match_evidence,duplicate_class
MA00826,MA0082600,MA,25,2019,0.0,6.0,42.0,0.0,0.0,2.0,0.0,50.0,0|2|0|0|6|42|0,cius_publication_annual,12.0,7,SMITH COLLEGE,special_jurisdiction,,015,64110,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,7.0,2,1,100.0,50.0,50.0,50.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00826,MA008269E,MA,25,2019,0.0,6.0,42.0,0.0,0.0,2.0,0.0,50.0,0|2|0|0|6|42|0,nibrs_srs_equivalent_annual,12.0,7,SOUTH HADLEY,special_jurisdiction,0.0,015,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,7.0,2,1,100.0,50.0,50.0,50.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00401,NH0040100,NH,33,2019,4.0,7.0,28.0,4.0,0.0,2.0,0.0,45.0,0|2|0|4|7|28|4,srs_return_a_annual,12.0,7,SP COOS COUNTY,state_law_enforcement,,007,99007,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,22.909090909090907,2,2,111.0,66.0,45.0,45.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH00401,NH004010X,NH,33,2019,5.0,14.0,36.0,6.0,0.0,5.0,0.0,66.0,0|5|0|5|14|36|6,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,7847.0,007,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,21.0,2,2,111.0,66.0,45.0,45.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63192,MI6319200,MI,26,2019,3.0,10.0,24.0,4.0,0.0,2.0,0.0,43.0,0|2|0|3|10|24|4,srs_return_a_annual,12.0,7,SPRINGFIELD TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,62.0,2,1,86.0,43.0,43.0,43.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63192,MI631920X,MI,26,2019,3.0,10.0,24.0,4.0,0.0,2.0,0.0,43.0,0|2|0|3|10|24|4,nibrs_srs_equivalent_annual,12.0,7,,local_police,14762.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612575760,62.0,2,1,86.0,43.0,43.0,43.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63187,MI6318700,MI,26,2019,0.0,14.0,23.0,1.0,0.0,2.0,0.0,40.0,0|2|0|0|14|23|1,srs_return_a_annual,12.0,7,OAKLAND TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,41.0,2,1,80.0,40.0,40.0,40.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63187,MI631870X,MI,26,2019,0.0,14.0,23.0,1.0,0.0,2.0,0.0,40.0,0|2|0|0|14|23|1,nibrs_srs_equivalent_annual,12.0,7,,local_police,20328.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612559820,41.0,2,1,80.0,40.0,40.0,40.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
OH025A1,OH025A100,OH,39,2019,0.0,11.0,24.0,2.0,0.0,2.0,0.0,39.0,0|2|0|0|11|24|2,srs_return_a_annual,9.0,0,CAPITAL UNIVERSITY,special_jurisdiction,,049,06278,srs_agency_header,1.0,1.0,overlap,39:statewide_overlap_layer,12.651359502129004,2,2,82.0,43.0,39.0,39.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
OH025A1,OH025A10X,OH,39,2019,0.0,13.0,24.0,2.0,0.0,4.0,0.0,43.0,0|4|0|0|13|24|2,nibrs_srs_equivalent_annual,12.0,7,BEXLEY,special_jurisdiction,0.0,049,,fbi_cde_agency_roster,1.0,1.0,overlap,39:statewide_overlap_layer,3.0,2,2,82.0,43.0,39.0,39.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
MA00958,MA0095800,MA,25,2019,5.0,3.0,27.0,0.0,0.0,2.0,0.0,37.0,0|2|0|5|3|27|0,cius_publication_annual,12.0,7,BENTLEY UNIVERSITY,special_jurisdiction,,017,72600,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,18.0,2,2,75.0,38.0,37.0,37.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
MA00958,MA009589E,MA,25,2019,5.0,3.0,27.0,0.0,0.0,3.0,0.0,38.0,0|3|0|5|3|27|0,nibrs_srs_equivalent_annual,12.0,7,WALTHAM,special_jurisdiction,0.0,017,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,18.0,2,2,75.0,38.0,37.0,37.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
MA00964,MA0096400,MA,25,2019,3.0,3.0,31.0,0.0,0.0,0.0,0.0,37.0,0|0|0|3|3|31|0,srs_return_a_annual,10.0,0,TUFTS UNIVERSITY MEDFORD,special_jurisdiction,,017,39835,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,38.89490703935574,2,1,74.0,37.0,37.0,37.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00964,MA009649E,MA,25,2019,3.0,3.0,31.0,0.0,0.0,0.0,0.0,37.0,0|0|0|3|3|31|0,nibrs_srs_equivalent_annual,12.0,7,MEDFORD,special_jurisdiction,0.0,017,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,34.0,2,1,74.0,37.0,37.0,37.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX01534,TX0153400,TX,48,2019,2.0,2.0,29.0,1.0,0.0,2.0,0.0,36.0,0|2|0|2|2|29|1,cius_publication_annual,12.0,7,ST MARY S UNIVERSITY,special_jurisdiction,,029,65000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,30.0,2,1,72.0,36.0,36.0,36.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX01534,TX015349E,TX,48,2019,2.0,2.0,29.0,1.0,0.0,2.0,0.0,36.0,0|2|0|2|2|29|1,nibrs_srs_equivalent_annual,12.0,7,SAN ANTONIO,special_jurisdiction,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,31.0,2,1,72.0,36.0,36.0,36.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00501,NH0050100,NH,33,2019,0.0,11.0,19.0,2.0,0.0,2.0,1.0,35.0,0|2|1|0|11|19|2,srs_return_a_annual,12.0,7,SP GRAFTON COUNTY,state_law_enforcement,,009,99009,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,38.0,2,2,87.0,52.0,35.0,35.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH00501,NH005010X,NH,33,2019,2.0,16.0,25.0,3.0,0.0,5.0,1.0,52.0,0|5|1|2|16|25|3,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,11292.0,009,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,38.0,2,2,87.0,52.0,35.0,35.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CO03401,CO0340100,CO,08,2019,55.0,73.0,508.0,30.0,0.0,13.0,7.0,686.0,0|13|7|55|73|508|30,cius_publication_annual,12.0,7,DURANGO,local_police,19995.0,067,22035,srs_agency_header,1.0,1.0,exclusive,08:municipal:place:0822035,661.2671539873213,2,2,718.0,686.0,32.0,32.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CO03401,CO034019E,CO,08,2019,0.0,7.0,20.0,0.0,0.0,5.0,0.0,32.0,0|5|0|0|7|20|0,nibrs_srs_equivalent_annual,12.0,7,DURANGO,special_jurisdiction,0.0,067,,fbi_cde_agency_roster,1.0,1.0,overlap,08:statewide_overlap_layer,29.0,2,2,718.0,686.0,32.0,32.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
GA05706,GA0570600,GA,13,2019,0.0,9.0,23.0,0.0,0.0,0.0,0.0,32.0,0|0|0|0|9|23|0,srs_return_a_annual,12.0,7,BERRY COLLEGE,special_jurisdiction,,115,53312,srs_agency_header,1.0,1.0,overlap,13:statewide_overlap_layer,26.08825126017836,2,2,70.0,38.0,32.0,32.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
GA05706,GA057069E,GA,13,2019,0.0,13.0,25.0,0.0,0.0,0.0,0.0,38.0,0|0|0|0|13|25|0,nibrs_srs_equivalent_annual,11.0,7,MOUNT BERRY,special_jurisdiction,0.0,115,,fbi_cde_agency_roster,1.0,1.0,overlap,13:statewide_overlap_layer,17.0,2,2,70.0,38.0,32.0,32.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
IN04940,IN0494000,IN,18,2019,0.0,2.0,29.0,0.0,0.0,1.0,0.0,32.0,0|1|0|0|2|29|0,srs_return_a_annual,3.0,0,BUTLER UNIVERSITY,special_jurisdiction,,097,36003,srs_agency_header,1.0,1.0,overlap,18:statewide_overlap_layer,,2,1,64.0,32.0,32.0,32.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IN04940,IN049409E,IN,18,2019,0.0,2.0,29.0,0.0,0.0,1.0,0.0,32.0,0|1|0|0|2|29|0,nibrs_srs_equivalent_annual,3.0,7,INDIANAPOLIS,special_jurisdiction,0.0,097,,fbi_cde_agency_roster,1.0,1.0,overlap,18:statewide_overlap_layer,36.28522670564398,2,1,64.0,32.0,32.0,32.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00828,MA0082800,MA,25,2019,0.0,10.0,28.0,5.0,0.0,6.0,0.0,49.0,0|6|0|0|10|28|5,srs_return_a_annual,8.0,0,AMHERST COLLEGE,special_jurisdiction,,015,01325,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,25.0,2,2,80.0,49.0,31.0,31.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MA00828,MA008289E,MA,25,2019,0.0,8.0,17.0,4.0,0.0,2.0,0.0,31.0,0|2|0|0|8|17|4,nibrs_srs_equivalent_annual,5.0,7,AMHERST,special_jurisdiction,0.0,015,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,25.0,2,2,80.0,49.0,31.0,31.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NC02608,NC0260800,NC,37,2019,0.0,9.0,21.0,0.0,0.0,1.0,0.0,31.0,0|1|0|0|9|21|0,srs_return_a_annual,9.0,0,METHODIST UNIVERSITY,special_jurisdiction,,051,22920,srs_agency_header,1.0,1.0,overlap,37:statewide_overlap_layer,13.0,2,1,62.0,31.0,31.0,31.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC02608,NC026089E,NC,37,2019,0.0,9.0,21.0,0.0,0.0,1.0,0.0,31.0,0|1|0|0|9|21|0,nibrs_srs_equivalent_annual,11.0,7,FAYETTEVILLE,special_jurisdiction,0.0,051,,fbi_cde_agency_roster,1.0,1.0,overlap,37:statewide_overlap_layer,13.0,2,1,62.0,31.0,31.0,31.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00326,MA0032600,MA,25,2019,0.0,2.0,27.0,0.0,0.0,0.0,0.0,29.0,0|0|0|0|2|27|0,srs_return_a_annual,8.0,0,WHEATON COLLEGE,unknown,,,,,1.0,1.0,overlap,25:statewide_overlap_layer,12.0,2,1,58.0,29.0,29.0,29.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00326,MA003269E,MA,25,2019,0.0,2.0,27.0,0.0,0.0,0.0,0.0,29.0,0|0|0|0|2|27|0,nibrs_srs_equivalent_annual,11.0,7,NORTON,special_jurisdiction,0.0,005,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,1.0,2,1,58.0,29.0,29.0,29.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01470,MA0147000,MA,25,2019,0.0,5.0,17.0,1.0,0.0,5.0,0.0,28.0,0|5|0|0|5|17|1,cius_publication_annual,12.0,7,ASSUMPTION COLLEGE,special_jurisdiction,,027,82000,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,20.0,2,1,56.0,28.0,28.0,28.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01470,MA014709E,MA,25,2019,0.0,5.0,17.0,1.0,0.0,5.0,0.0,28.0,0|5|0|0|5|17|1,nibrs_srs_equivalent_annual,12.0,7,WORCESTER,special_jurisdiction,0.0,027,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,20.0,2,1,56.0,28.0,28.0,28.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00701,NH0070100,NH,33,2019,4.0,3.0,14.0,4.0,0.0,1.0,1.0,27.0,0|1|1|4|3|14|4,srs_return_a_annual,11.0,0,SP MERRIMACK COUNTY,state_law_enforcement,,013,99013,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,35.0,2,2,64.0,37.0,27.0,27.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH00701,NH007010X,NH,33,2019,4.0,6.0,19.0,5.0,0.0,2.0,1.0,37.0,0|2|1|4|6|19|5,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,6979.0,013,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,35.0,2,2,64.0,37.0,27.0,27.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH00301,NH0030100,NH,33,2019,2.0,8.0,5.0,3.0,0.0,3.0,1.0,22.0,0|3|1|2|8|5|3,srs_return_a_annual,12.0,7,SP CHESHIRE COUNTY,state_law_enforcement,,005,99005,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,25.0,2,2,50.0,28.0,22.0,22.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH00301,NH003010X,NH,33,2019,4.0,9.0,7.0,3.0,0.0,4.0,1.0,28.0,0|4|1|4|9|7|3,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,9368.0,005,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,25.0,2,2,50.0,28.0,22.0,22.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MA01339,MA0133900,MA,25,2019,0.0,0.0,19.0,0.0,0.0,2.0,0.0,21.0,0|2|0|0|0|19|0,srs_return_a_annual,9.0,0,TUFTS UNIVERSITY SUFFOLK,special_jurisdiction,,017,07000,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,18.0,2,1,42.0,21.0,21.0,21.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01339,MA013390X,MA,25,2019,0.0,0.0,19.0,0.0,0.0,2.0,0.0,21.0,0|2|0|0|0|19|0,nibrs_srs_equivalent_annual,12.0,7,BOSTON,special_jurisdiction,0.0,017,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,9.0,2,1,42.0,21.0,21.0,21.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63180,MI6318000,MI,26,2019,2.0,4.0,9.0,2.0,0.0,2.0,2.0,21.0,0|2|2|2|4|9|2,srs_return_a_annual,12.0,7,ADDISON TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,4.806776004117353,2,1,42.0,21.0,21.0,21.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63180,MI631800X,MI,26,2019,2.0,4.0,9.0,2.0,0.0,2.0,2.0,21.0,0|2|2|2|4|9|2,nibrs_srs_equivalent_annual,12.0,7,,local_police,6653.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:state_nonmunicipal_remainder,2.0,2,1,42.0,21.0,21.0,21.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01130,MA0113000,MA,25,2019,2.0,0.0,28.0,0.0,0.0,2.0,0.0,32.0,0|2|0|2|0|28|0,srs_return_a_annual,12.0,7,BABSON COLLEGE,unknown,,021,,leaic_crosswalk,1.0,1.0,overlap,25:statewide_overlap_layer,58.28571428571428,2,2,52.0,32.0,20.0,20.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MA01130,MA011309E,MA,25,2019,2.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,0|0|0|2|0|18|0,nibrs_srs_equivalent_annual,5.0,7,WELLESLEY,special_jurisdiction,0.0,021,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,34.0,2,2,52.0,32.0,20.0,20.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MA01131,MA0113100,MA,25,2019,0.0,5.0,14.0,0.0,0.0,0.0,0.0,19.0,0|0|0|0|5|14|0,cius_publication_annual,12.0,7,DEAN COLLEGE,special_jurisdiction,,021,25100,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,4.0,2,1,38.0,19.0,19.0,19.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA01131,MA011319E,MA,25,2019,0.0,5.0,14.0,0.0,0.0,0.0,0.0,19.0,0|0|0|0|5|14|0,nibrs_srs_equivalent_annual,12.0,7,FRANKLIN,special_jurisdiction,0.0,021,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,4.0,2,1,38.0,19.0,19.0,19.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH01001,NH0100100,NH,33,2019,3.0,7.0,5.0,3.0,0.0,1.0,0.0,19.0,0|1|0|3|7|5|3,srs_return_a_annual,12.0,7,SP SULLIVAN COUNTY,state_law_enforcement,,019,99019,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,24.39830508474576,2,2,44.0,25.0,19.0,19.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
NH01001,NH010010X,NH,33,2019,3.0,10.0,5.0,6.0,0.0,1.0,0.0,25.0,0|1|0|3|10|5|6,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,2761.0,019,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,20.0,2,2,44.0,25.0,19.0,19.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
TN07927,TN0792700,TN,47,2019,0.0,3.0,13.0,1.0,0.0,0.0,0.0,17.0,0|0|0|0|3|13|1,srs_return_a_annual,10.0,0,CHRISTIAN BROTHERS UNIV,special_jurisdiction,,157,48000,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,12.0,2,1,34.0,17.0,17.0,17.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN07927,TN079279E,TN,47,2019,0.0,3.0,13.0,1.0,0.0,0.0,0.0,17.0,0|0|0|0|3|13|1,nibrs_srs_equivalent_annual,12.0,7,MEMPHIS,special_jurisdiction,0.0,157,,fbi_cde_agency_roster,1.0,1.0,overlap,47:statewide_overlap_layer,8.0,2,1,34.0,17.0,17.0,17.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
DE00215,DE0021500,DE,10,2019,0.0,0.0,14.0,2.0,0.0,0.0,0.0,16.0,0|0|0|0|0|14|2,srs_return_a_annual,9.0,0,AMTRAK POLICE,special_jurisdiction,,003,99003,srs_agency_header,1.0,1.0,overlap,10:statewide_overlap_layer,9.0,2,2,33.0,17.0,16.0,16.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
DE00215,DE002159E,DE,10,2019,0.0,0.0,15.0,2.0,0.0,0.0,0.0,17.0,0|0|0|0|0|15|2,nibrs_srs_equivalent_annual,12.0,7,WILMINGTON,unknown,0.0,003,,fbi_cde_agency_roster,1.0,1.0,overlap,10:statewide_overlap_layer,6.0,2,2,33.0,17.0,16.0,16.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
TX22002,TX2200200,TX,48,2019,10.0,41.0,177.0,18.0,0.0,0.0,4.0,250.0,0|0|4|10|41|177|18,cius_publication_annual,12.0,7,AZLE,local_police,14961.0,439,05168,srs_agency_header,1.0,1.0,exclusive,48:municipal:place:4805168,281.0,2,2,262.0,250.0,12.0,12.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
TX22002,TX220029E,TX,48,2019,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.0,0|0|0|0|1|11|0,nibrs_srs_equivalent_annual,11.0,7,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,special_jurisdiction,0.0,439,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,33.0,2,2,262.0,250.0,12.0,12.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
VA08209,VA0820900,VA,51,2019,3.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0,0|0|0|3|1|8|0,srs_return_a_annual,9.0,0,BRIDGEWATER COLLEGE,unknown,,,,,1.0,1.0,overlap,51:statewide_overlap_layer,,2,1,24.0,12.0,12.0,12.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
VA08209,VA082099E,VA,51,2019,3.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0,0|0|0|3|1|8|0,nibrs_srs_equivalent_annual,12.0,7,BRIDGEWATER,special_jurisdiction,0.0,,,,1.0,1.0,overlap,51:statewide_overlap_layer,10.980343186974054,2,1,24.0,12.0,12.0,12.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01941,TN0194100,TN,47,2019,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0|0|0|11|0|0|0,srs_return_a_annual,7.0,0,DEPT OF CORRECTION INT A,special_jurisdiction,,037,52006,srs_agency_header,1.0,1.0,overlap,47:statewide_overlap_layer,62.0,2,1,22.0,11.0,11.0,11.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01941,TN019410X,TN,47,2019,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0|0|0|11|0|0|0,nibrs_srs_equivalent_annual,12.0,7,NASHVILLE,unknown,0.0,037,,fbi_cde_agency_roster,1.0,1.0,overlap,47:statewide_overlap_layer,62.0,2,1,22.0,11.0,11.0,11.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL01395,FL0139500,FL,12,2019,22.0,71.0,540.0,38.0,0.0,9.0,12.0,692.0,0|9|12|22|71|540|38,cius_publication_annual,12.0,7,PALMETTO BAY,local_police,,086,54275,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1254275,529.0,2,2,701.0,692.0,9.0,9.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
FL01395,FL013950X,FL,12,2019,1.0,0.0,1.0,0.0,0.0,7.0,0.0,9.0,0|7|0|1|0|1|0,nibrs_srs_equivalent_annual,7.0,7,MIAMI,local_police,24890.0,086,,fbi_cde_agency_roster,1.0,1.0,exclusive,12:municipal:place:1245000,525.0,2,2,701.0,692.0,9.0,9.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MA00967,MA0096700,MA,25,2019,1.0,1.0,5.0,0.0,0.0,2.0,0.0,9.0,0|2|0|1|1|5|0,srs_return_a_annual,7.0,0,LASELL COLLEGE,special_jurisdiction,,017,02830,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,1.0,2,1,18.0,9.0,9.0,9.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MA00967,MA009679E,MA,25,2019,1.0,1.0,5.0,0.0,0.0,2.0,0.0,9.0,0|2|0|1|1|5|0,nibrs_srs_equivalent_annual,12.0,7,AUBURNDALE,special_jurisdiction,0.0,017,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,1.0,2,1,18.0,9.0,9.0,9.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01305,TN0130500,TN,47,2019,1.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0|0|0|1|1|6|0,srs_return_a_annual,7.0,0,LINCOLN MEMORIAL UNIVERS,unknown,,,,,1.0,1.0,overlap,47:statewide_overlap_layer,7.199999999999999,2,1,16.0,8.0,8.0,8.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TN01305,TN013059E,TN,47,2019,1.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0|0|0|1|1|6|0,nibrs_srs_equivalent_annual,12.0,7,HARROGATE,special_jurisdiction,0.0,025,,fbi_cde_agency_roster,1.0,1.0,overlap,47:statewide_overlap_layer,3.0,2,1,16.0,8.0,8.0,8.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NH00201,NH0020100,NH,33,2019,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0,0|0|0|0|0|2|5,srs_return_a_annual,9.0,0,SP CARROLL COUNTY,state_law_enforcement,,003,99003,srs_agency_header,1.0,1.0,overlap,33:statewide_overlap_layer,10.793125365930592,2,2,14.0,7.0,7.0,7.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
NH00201,NH002010X,NH,33,2019,0.0,1.0,1.0,5.0,0.0,0.0,0.0,7.0,0|0|0|0|1|1|5,nibrs_srs_equivalent_annual,12.0,7,CONCORD,state_law_enforcement,0.0,003,,fbi_cde_agency_roster,1.0,1.0,overlap,33:statewide_overlap_layer,4.0,2,2,14.0,7.0,7.0,7.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
OH06013,OH0601300,OH,39,2019,0.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|3|4|0,srs_return_a_annual,3.0,0,MUSKINGUM UNIVERSITY,special_jurisdiction,,119,54446,srs_agency_header,1.0,1.0,overlap,39:statewide_overlap_layer,6.0,2,1,14.0,7.0,7.0,7.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
OH06013,OH060139E,OH,39,2019,0.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|3|4|0,nibrs_srs_equivalent_annual,6.0,7,NEW CONCORD,special_jurisdiction,0.0,119,,fbi_cde_agency_roster,1.0,1.0,overlap,39:statewide_overlap_layer,1.0,2,1,14.0,7.0,7.0,7.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
SC04216,SC0421600,SC,45,2019,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0|1|0|0|0|6|0,srs_return_a_annual,4.0,0,SPARTANBURG METHODIST CO,special_jurisdiction,,083,99083,srs_agency_header,1.0,1.0,overlap,45:statewide_overlap_layer,26.399999999999995,2,1,14.0,7.0,7.0,7.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
SC04216,SC042169E,SC,45,2019,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0|1|0|0|0|6|0,nibrs_srs_equivalent_annual,10.0,7,SPARTANBURG,special_jurisdiction,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,45:statewide_overlap_layer,22.0,2,1,14.0,7.0,7.0,7.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL01367,FL0136700,FL,12,2019,56.0,63.0,1172.0,93.0,3.0,7.0,28.0,1422.0,3|7|28|56|63|1172|93,srs_return_a_annual,12.0,7,CUTLER BAY,local_police,,086,15968,srs_agency_header,1.0,1.0,exclusive,12:municipal:place:1215968,662.0,2,2,1428.0,1422.0,6.0,6.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
