# stage1_adjudications registry: twins_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/twins_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: not_year_scoped_identity_ruling
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T00:32:54+00:00
# source_sha256: 8cf0366a381792ad691a722fd39530edecd14c623143c2c0f59c794412a20162
# rows_written: 106
case_id,state,n_oris,oris,verdict,canonical_ori,footprint,downstream_action,confidence,needs_review,detail
a3-NJ-harrington-park-vs-bay-head,NJ,2,NJ0022400;NJ0150200,distinct_agencies,,,keep_all_oris,high,0,"Keep both masses. NJ0022400 is Harrington Park borough PD (Bergen, pop 5,193, NIBRS since 2022-03-01); NJ0150200 is Bay Head borough PD (Ocean, pop 999, NIBRS since 2021-03-01). Different counties ~70 miles apart, different Census places, separately rostered, different NIBRS onboarding, and both arriving on the CIUS lane in 2024. The match is 2024-only on 0/0/0/0/2/9/0 = 11 counts across two streams, and the histories never coincide (Harrington Park 13/5/8/0/13/18 vs Bay Head 17/15/17/9/13/16). Two-stream 11-count vectors are the modal annual shape for sub-6k New Jersey boroughs, which is exactly the size class where such vectors repeat constantly.

SIDE FINDINGS: Harrington Park's 2021 is a 0-month SRS zero currently sitting in the panel as a measured 0 — uplift is multiplicative so nothing can rescue it, and it should not be published as a zero year. Bay Head's 2020 has the two lanes disagreeing about whether the year happened at all: NIBRS says 0 on 1 reported month (another unrescuable partial-year zero) while SRS says 17 on 9 months. Neither issue bears on the twin question."
a3-OK-southwestern-ok-state-vs-south-coffeyville,OK,2,OK0200900;OK0530800,distinct_agencies,,40:municipal:place:4068600 | 40:statewide_overlap_layer | place 4079450 | FIPS 40039,keep_all_oris,high,0,"Keep both. OK0530800 (South Coffeyville PD) on 40:municipal:place:4068600 'South Coffeyville town', Nowata County — correct, leave alone. OK0200900 (Southwestern Oklahoma State University PD) is a genuine separate campus agency but its footprint is a real Stage-2 defect: it sits at w=1 on 40:statewide_overlap_layer even though the panel already carries place code 79450 for it, which is Weatherford city, Custer County (FIPS 40039) — the census_name field resolved to 'state of oklahoma' instead of to the place. SWOSU's main campus is in Weatherford; its 11 counts belong on Weatherford city (place 4079450), with a possible secondary split to its Sayre branch campus (Beckham County, FIPS 40009), rather than smeared across all of Oklahoma. Note this assignment is marked review status 'reviewed' via 'mini_second_pass', i.e. a human pass already saw it and left it statewide — worth surfacing as a review-process gap, not just a data gap."
a3-PA-hughesville-vs-shamokin-dam,PA,2,PA0410800;PA0550300,distinct_agencies,,42:municipal:cousub:4208136160 | 42:municipal:cousub:4210969616 | municipal:cousub:4208136160 | municipal:cousub:4210969616,keep_all_oris,high,0,"Keep both. PA0410800 (Hughesville PD) on 42:municipal:cousub:4208136160 'Hughesville borough', Lycoming County; PA0550300 (Shamokin Dam PD) on 42:municipal:cousub:4210969616 'Shamokin Dam borough', Snyder County. Footprints correct, no change. Collateral: Hughesville's 2024 total of 11 is 38% of its own 29-offense baseline and is a 12-month CIUS label on an 8-month submission; its series 45/36/9/0/15/13/11 is a monotone reporting decay, not a crime decline. Shamokin Dam's only baseline year (2018) has an implausible internal mix for a 1,751-person borough — 11 aggravated assaults against 2 larcenies — so its baseline is not usable for any composition test and any own-history fill keyed on it will be wrong. Both belong in the partial-published-as-complete queue; PA0550300 additionally needs its 2018 row checked for an offense-column misassignment."
a3-PA-upper-makefield-township-vs-croyle-township,PA,2,PA0092300;PA0115300,distinct_agencies,,42:municipal:cousub:4201779128 | 42:municipal:cousub:4202117496 | municipal:cousub:4201779128 | municipal:cousub:4202117496,keep_all_oris,high,0,"Keep both. PA0092300 (Upper Makefield Township PD) on 42:municipal:cousub:4201779128 'Upper Makefield township', Bucks County; PA0115300 (Croyle Township PD) on 42:municipal:cousub:4202117496 'Croyle township', Cambria County. Both footprints correct, no change. Collateral: Upper Makefield's 2024 total of 11 is 28% of its own 40-offense baseline and is a 12-month CIUS label on a 7-month SRS submission; the agency ran 35/97/45/0/26/21 before this, so the 2024 value should go to the observed-plausibility screen rather than standing as an observed full year for an 8,818-person Bucks County township. Croyle's 2024 of 11 against a 7-offense baseline is directionally the opposite and is not a concern."
a2-MA01101-avon,MA,2,MA0110100;MA011019E,distinct_agencies,,25:statewide_overlap_layer | statewide_overlap_layer | municipal:cousub:2502102935 | cousub:2502102935,keep_all_oris,high,0,"Keep both. MA0110100 = Avon Police Department (95, municipal:cousub:2502102935 'Avon town', pop 4,798) and MA011019E = Wellesley College (10, all larceny). Correct 2024 block total is 105, but it is two agencies in two different municipalities, not one agency counted twice - the panel's own raw name for MA011019E is 'WELLESLEY HILLS'. MA01101 = MA + county-index 011 (Norfolk) + agency slot 01; the '9E' college suffix encodes 'a college in Norfolk County' and is appended to the Norfolk stem that happens to belong to Avon. Avon and Wellesley are separate Norfolk County towns roughly 20 miles apart, so there is no physical overlap and no possibility that the same incidents reach both records. The stem is not a rollup: Avon PD runs 2018-2024 as a municipal series while Wellesley College starts in 2021 (nibrs_start 2021-02-01) with its own independent series (9/22/1/10), and the two vectors share no structure - Avon's 2024 is 0/1/1/7/6/68/12, Wellesley's is 0/0/0/0/0/10/0. FOOTPRINT DEFECT to fix: Wellesley College's 10 larcenies are smeared across all of Massachusetts via 25:statewide_overlap_layer; they belong on Wellesley town (Norfolk County cousub). Merging into MA0110100 would be "
a3-AR-state-capitol-police-vs-rose-bud,AR,2,AR0601700;AR0730600,distinct_agencies,,place 0560770 | statewide overlap layer,keep_all_oris,high,0,"Coincidence, not a duplicate: keep both, no canonical collapse, no mass removed. AR0601700 = Arkansas State Capitol Police (Other State Agency, Pulaski County, FBIpop 0, capitol-complex jurisdiction). AR0730600 = Rose Bud Police Department (City, White County, FBIpop 498, place 0560770). The single fact that decided it: each ORI carries its own independent submission record in every year 2018-2023 and the two series never agree — 36 / 44 / 29 / 15 / 13 / 5 for the Capitol Police against 4 / 11 / 14 / 5 / 6 / 6 for Rose Bud. One physical agency filing under two ORIs cannot produce six consecutive years of different totals and then one matching year. The match is also cheap: the shared vector is 2 aggravated assaults + 8 larcenies, and both agencies run larceny-dominated low-count series (capitol-complex thefts; a 498-person town), so a 10-count collision on the two streams both actually use is an expected outcome rather than evidence. There is no cross-lane split either — Rose Bud has its own CIUS + SRS(8mo) + NIB(12mo) rows and the Capitol Police its own SRS(6mo) + NIB(12mo) rows, so the lane duplication is inside each ORI, not across them. Different county FIPS (119 vs 145) and di"
a3-IA-colfax-vs-monroe,IA,2,IA0500200;IA0500300,distinct_agencies,,place 1915060 | place 1953355,keep_all_oris,high,0,"Keep both. IA0500200 = Colfax Police Department (City, JASPER), FBI population 2,265 in 2024, crosswalked exclusively to Census place 1915060 (Colfax city). IA0500300 = Monroe Police Department (City, JASPER), FBI population 2,024 in 2024, crosswalked exclusively to Census place 1953355 (Monroe city). Both are separately named on the FBI's 2024 roster with their own NIBRS start dates (2016-08-01 vs 2021-01-01) and both carry their own 12-month NIBRS submission for 2024. The shared ORI7-block/shared-footprint duplication mechanism does not apply here: the footprints are two disjoint municipal polygons, so the two 10-count masses land on different geographies and nothing adds. No action; each keeps its observed 10 for 2024. Absolute plausibility is satisfied on both sides — 10 Part-I offenses on 2,265 residents is 442 per 100k and on 2,024 residents is 494 per 100k, both ordinary for small Iowa towns, so neither level is anomalous enough to need explaining by a duplication story. Note in passing (not a duplication finding): both ORIs' 2024 CIUS rows are 12-month labels sitting on 7- and 8-month Return-A submissions, the standard CIUS months-assumed artifact; the 12-month NIBRS row is"
a3-KY-letcher-vs-magoffin,KY,2,KY0670000;KY0770000,distinct_agencies,,21:state_nonmunicipal_remainder | FIPS 21133 | FIPS 21153 | state_nonmunicipal_remainder,keep_all_oris,high,0,"Keep both. KY0670000 = Letcher County Sheriff's Office (County, LETCHER, FIPS 21133), FBI population 16,437 in 2024. KY0770000 = Magoffin County Sheriff's Office (County, MAGOFFIN, FIPS 21153), FBI population 9,736 in 2024. Different counties, separately rostered, separately NIBRS-enrolled, each with its own 12-month NIBRS submission for 2024. SEPARATE FOOTPRINT DEFECT, which must not be read as duplication evidence: both ORIs are crosswalked at weight 1 'exclusive' to the single polygon 21:state_nonmunicipal_remainder via 'auto_default'. That is wrong for both of them independently — Letcher SO's 10 counts belong on the unincorporated remainder of Letcher County (21133) and Magoffin SO's 10 counts on the unincorporated remainder of Magoffin County (21153), not on one statewide leftover polygon shared by every Kentucky sheriff. This is the Kentucky within-state distribution problem (consolidated-footprint/class-A residue), a Stage-2 crosswalk fix, and it is the reason the two ORIs appear to 'add on one geography' in the screen. Fixing it dissolves the apparent overlap without touching either count. No count-side action; each keeps its observed 10."
a3-MA-wellesley-hills-vs-wellesley-college,MA,2,MA011019E;MA011CL00,same_agency_merge,MA011019E,25:statewide_overlap_layer | place 2574315 | statewide_overlap_layer,merge_dedupe,high,0,"One agency: Wellesley College Police Department, Wellesley, Norfolk County MA. CANONICAL ORI9 = MA011019E — rostered by the FBI for 2024 as ""Wellesley College"" (University or College, NORFOLK, nibrs_start 2021-02-01) with a 12-month NIBRS submission (10). MA011CL00 is the legacy Return-A/CIUS key for the same department (panel and crosswalk name ""wellesley college""), ABSENT from the 2024 roster, and must stop carrying mass. Correct 2024 total for the pair: 10, not 20. Take the value from the NIBRS row: MA011CL00's 2023 CIUS row is the clearest artifact in this packet — 1 Part-I offense published as a full 12-month year on a ONE-month Return-A submission, exactly the BLANK-AS-ZERO family (a default months label, not a measurement); its 2022 CIUS row is likewise a 12-month label on a 7-month submission. Do not let CIUS's assumed 12 months and tier-high weight outrank the genuine NIBRS batch-header 12 months on the canonical ORI. The legacy pre-NIBRS leg (2018 = 33, 2019 = 27, 2020 = 5) should be unioned into the canonical record, since MA011019E has no rows before 2021. FOOTPRINT: both ORIs sit at weight 1 on 25:statewide_overlap_layer, smearing 20 campus offenses across Massachusett"
a3-MI-saugatuck-douglas-vs-morenci,MI,2,MI0335300;MI4659400,distinct_agencies,,place 2622740 | place 2671700,keep_all_oris,high,0,"Keep both masses. Verified directly against the FBI's published 2018 Michigan Table 8, which prints two separate rows: 'Saugatuck-Douglas' pop 2,312 total 4+33=37, and 'Morenci' pop 2,159 total 10+45=55 — both matching the panel's CIUS lane for their respective ORIs exactly. Different counties (Allegan vs Lenawee, ~90 miles apart), different Census places, both separately rostered in 2024 with different NIBRS start dates (1995-01-01 vs 2000-01-01). Critically, BOTH arrive on the same lane (cius_publication_annual) in 2024, so the cross-lane split that is the known duplication mechanism does not apply here at all. The match is 2024-only on 0/0/0/0/2/8/0 = 10 counts; the 2018-2023 series never coincide (37/8/18/20/8/15 vs 55/28/23/15/15/14). Two real defects surfaced in passing, neither making them twins: (1) FOOTPRINT — MI0335300 serves both Saugatuck city and Douglas city (FBIpop 2,312 is the sum of Douglas ~1,340 and Saugatuck ~925, and census_name is '_undetermined'), yet the crosswalk assigns weight 1 'exclusive' to Douglas city (place 2622740) alone. Saugatuck city (place 2671700) is left with no agency coverage and Douglas receives roughly 1.7x the crime that belongs to it; th"
a3-MI-shelby-vs-west-branch,MI,2,MI6473900;MI6581600,distinct_agencies,,,keep_all_oris,high,0,"Keep both masses. Verified against the FBI's published 2018 Michigan Table 8, which prints 'Shelby' pop 2,019 total 2+28=30 and 'West Branch' pop 2,051 total 2+32=34 as separate rows (the same table also prints an unrelated 'Shelby Township' at pop 79,878 — 'Shelby' is not a distinctive name in Michigan). Oceana vs Ogemaw counties, ~150 miles apart, both separately rostered in 2024 with different NIBRS start dates (1999-01-01 vs 1995-06-01) and different lane structures — West Branch has a CIUS row in every CIUS-published year, Shelby has none in any year. The match is 2024-only on 0/1/0/0/0/8/1 = 10 counts; the histories never coincide (Shelby 30/53/36/42/34/26 vs West Branch 35/28/30/29/19/15). Side finding worth carrying forward: Shelby's 2024 is 10 against a 36.7/yr baseline (27%), with aggravated assault falling from a 5.3/yr baseline to exactly 0 and the SRS lane carrying only 8 months. The composition test does not fire in the one-stream-holds sense, but a 73% single-year collapse in an otherwise stable small agency, certified as complete only by the 12-month NIBRS batch header while the Return-A rendering shows 8 months, is a partial-coverage candidate. Flag MI6473900 2024 "
a3-NJ-clinton-vs-loch-arbour,NJ,2,NJ0100500;NJ0132400,distinct_agencies,,,keep_all_oris,high,0,"Keep both masses. NJ0100500 is Clinton town PD (Hunterdon, pop 2,786, listed non-NIBRS on the 2024 roster, no NIBRS row in any year); NJ0132400 is Loch Arbour village PD (Monmouth, pop 222, NIBRS since 2021-12-01 with NIBRS rows from 2021 onward). Different counties, different footprints, separately rostered, a 12x population difference, and completely different lane structures. The match is 2024-only on 0/0/0/0/0/10/0 — single-stream, the cheapest shape — and the histories never coincide (Clinton 14/16/7/8/12/10 vs Loch Arbour 4/14/8/0/3/8).

ABSOLUTE PLAUSIBILITY on the small side: 10 larcenies against 222 residents is 4,505 per 100k, which looks extreme per capita but is a reachable outcome for a Jersey Shore beachfront village whose daytime and seasonal population is many times its resident count. The denominator is the problem, not the count — but the panel will render Loch Arbour village as a very high-rate polygon for that reason alone, which is worth knowing before anyone treats it as a signal.

ALSO: Loch Arbour carries a 3-month NIBRS zero and a 0-month SRS zero in 2021. Uplift cannot rescue either (0 x 4.0 = 0), and a zero observed over 3 months says almost nothing about"
a2-CA04099-highway-patrol-templeton,CA,3,CA0409940;CA0409945;CA0409901,distinct_agencies,,06:statewide_overlap_layer,keep_all_oris,high,0,"distinct_agencies. Keep all three ORI9s -- CA0409940, CA0409945, CA0409901. No member collapses; the group's 34 counts for 2024 are correct as reported and there is no double count to remove. All three stay w=1 on 06:statewide_overlap_layer, unchanged. Consequence recorded for the queue: because the CA04099 area offices are separate agencies, the unit of a zero/token disposition is the individual ORI, so the pilot-era three-ORI bundle c-CA0409945-chp-san-luis-obispo (CA0169940;CA0409945;CA0479945 -- three offices in three different ORI7 blocks, grouped by that reviewer as a shared-submitter family and not as an identity claim) is authoritative only for the ORI that has no per-ORI ruling of its own, CA0409945. CA0409945's 2024 level question (101 -> 8) is a token-reporting question, already answered token_reporting_flag by that row, and is not evidence for a merge."
a2-CA03399-highway-patrol-temecula,CA,7,CA0339985;CA0339930;CA0339955;CA0339940;CA0339956;CA0339960;CA0339986,distinct_agencies,,statewide_overlap_layer,keep_all_oris,high,0,"KEEP ALL SEVEN. CA0339985 Temecula AO (10), CA0339930 Indio AO (4), CA0339955 San Gorgonio Pass AO (3), CA0339940 Riverside AO (1), CA0339956 Desert Hills CVEF (0), CA0339960 Blythe AO (0), CA0339986 Rainbow CVEF (0). Block 2024 total stays 18 (10+4+3+1+0+0+0); no merge, no supersede.

WHY DISTINCT: CA03399 = 'state agencies in FBI county 33 (Riverside County)'. These are five patrol Areas on widely separated corridors plus two commercial-vehicle enforcement facilities — Temecula (I-15 southwest), Indio (I-10 Coachella Valley), San Gorgonio Pass (I-10 Banning pass), Riverside (SR-91/I-215/SR-60 metro), Blythe (I-10 at the Colorado River, ~230 miles from Temecula), Desert Hills CVEF (I-10), Rainbow CVEF (I-15 at the San Diego line). Physically distinct sites across a county 200+ miles wide. Shared statewide_overlap_layer is the unlocalized sentinel; disjoint beats mean aggregation, not duplication.

THE REAL FINDING HERE IS NOT IDENTITY — IT IS AN ABSOLUTE-PLAUSIBILITY FAILURE ACROSS THE WHOLE BLOCK, and it is the highest-severity item in this batch:
Riverside County has ~2.4M residents and the heaviest CHP freeway load in southern California outside Los Angeles. Its seven state com"
a2-CA04599-highway-patrol-redding,CA,3,CA0459935;CA0459901;CA0459907,distinct_agencies,,statewide_overlap_layer,keep_all_oris,high,0,"KEEP ALL THREE. CA0459935 (Redding Area Office, 68), CA0459901 (Northern Division, 7), CA0459907 (Northern Investigative Services Unit, 0). Correct 2024 block total stays 75; no merge, no supersede.

WHY DISTINCT: CA04599 = 'state agencies in FBI county 45 (Shasta County)'. A patrol Area command, a division headquarters, and an investigative unit — three organizational kinds. Shared statewide_overlap_layer is the unlocalized sentinel, not shared territory.

ROLLUP TEST ON CA0459901 (Northern Division): a CHP Division sits administratively above its Area offices, so containment had to be checked. It fails decisively — the Division reports 8 (2022) and 10 (2023) against Redding's 212 and 189 in the same years, i.e. 3.8% and 5.3% of a single one of its subordinate Areas. A parent cannot be a twentieth of one child. It is an independent small stream. Not a rollup, not superseded; keep.

ESCALATED SEPARATELY — this packet's most important item:
(1) CA0459935 REDDING AO: 212 (2022) -> 189 (2023) -> 68 (2024). A 64% single-year drop, the largest unexplained level break in this batch, with MVT 175 -> 63 and larceny 25.5 -> 5. The packet's composition test PASSES it (streams retain 20-36% a"
a2-CA02799-highway-patrol-monterey,CA,2,CA0279930;CA0279935,distinct_agencies,,06:statewide_overlap_layer | FIPS 06051 | FIPS 06053 | statewide_overlap_layer,keep_all_oris,high,0,"KEEP BOTH. CA0279930 (Highway Patrol: Monterey Area Office, 47) and CA0279935 (Highway Patrol: King City Area Office, 6) are separate CHP patrol commands. Correct 2024 block total stays 53; no canonical ORI, no collapse, no supersede.

WHY THE SHARED ORI7 IS NOT EVIDENCE: the UCR ORI7 is SS+CCC+AA, where CCC is the FBI's alphabetical county sequence within the state and AA is the agency-within-county slot. AA=99 is the reserved slot for STATE-level agencies in that county. 'CA02799' therefore means literally 'state agencies in FBI county 27 of California' — it is a county bucket, not an agency. I verified this decoding against every block in this batch: CA029->Nevada, CA030->Orange, CA031->Placer, CA033->Riverside, CA037->San Diego, CA038->San Francisco, CA039->San Joaquin, CA043->Santa Clara, CA044->Santa Cruz, CA045->Shasta — 10/10 exact against the roster county field. The grouping key is a guaranteed false-positive generator on AA=99 blocks and carries zero identity information.

WHY THE SHARED FOOTPRINT IS NOT EVIDENCE: 06:statewide_overlap_layer via auto_default is the pipeline's unlocalized-agency sentinel, not a geography. Every special-jurisdiction agency that failed to lo"
a2-CA03999-highway-patrol-stockton,CA,3,CA0399965;CA0399966;CA0399912,distinct_agencies,,statewide_overlap_layer,keep_all_oris,high,0,"KEEP ALL THREE. CA0399965 (Stockton Area Office, 314), CA0399966 (Tracy Area Office, 5), CA0399912 (Delta Regional Auto Theft Team, 0). Correct 2024 block total stays 319; no merge, no supersede.

WHY DISTINCT: CA03999 = 'state agencies in FBI county 39 (San Joaquin County)'. Stockton Area (I-5/SR-99 through Stockton) and Tracy Area (I-580/I-205 Altamont corridor, ~25 miles west) are separate patrol commands with disjoint beats; the Delta RATT is a multi-agency auto-theft task force, a third organizational kind entirely. Shared statewide_overlap_layer is the unlocalized sentinel, not shared territory.

STOCKTON AO IS THE REFERENCE SERIES FOR THIS BATCH: 2024 = 314 at 111% of baseline with every stream landing between 110% and 111% — a textbook undistorted year on a large base. This is what a participating CHP Area office looks like, and it is what makes Riverside County's block total of 18 (case a2-CA03399) indefensible.

ESCALATED SEPARATELY:
(1) CA0399912 Delta RATT — the cleanest example in the batch of the batch-header-says-12-months / nothing-behind-it pattern. It reports 0 on 12 reported months in 2022, 2023 AND 2024: an auto-theft task force recording zero vehicle thefts for"
a2-AL04901-hamilton,AL,2,AL0490100;AL049015A,distinct_agencies,,01:municipal:place:0132848 | 01:statewide_overlap_layer | FIPS 01093 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both ORI9s. The 2024 block sum of 138 is arithmetically right but the components belong on different footprints. AL0490100 = Hamilton Police Department; footprint correct as-is (01:municipal:place:0132848, Hamilton city, Marion County, w=1 exclusive), 2024 total 134. AL049015A = Office of the District Attorney, 25th Judicial Circuit, 2024 total 4 (rape 2, larceny 1, MVT 1). Its 01:statewide_overlap_layer w=1 footprint is wrong: the 25th Circuit is Marion + Winston counties (Ala. Code 12-11-2), so the correct footprint is the two-county set FIPS 01093 (Marion) + 01133 (Winston), non-municipal-exclusive, allocated by county rather than smeared statewide. FLAG, do not merge: this block is the one place in the AL family where genuine incident-level duplication is possible — a DA's office prosecutes rather than patrols, so its 4 NIBRS incidents may already sit in the originating agency's count (Hamilton PD, Winfield PD, Guin PD, Haleyville PD, Marion SO or Winston SO). That is a cross-agency duplication question for the DA-ORI class as a whole, not an ORI-identity question, and 4 counts is immaterial to this block."
a2-CA01399-highway-patrol-el,CA,3,CA0139925;CA0139920;CA0139926,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep all three. 2024 block total 60 = 56 (CA0139925 CHP El Centro Area Office) + 3 (CA0139920 CHP Winterhaven Area Office) + 1 (CA0139926 CHP Calexico Commercial Vehicle Enforcement Facility). Correct footprints: El Centro Area and Winterhaven Area -> their own CHP Area polygons from the 'California Highway Patrol Areas and Divisions' layer on the California State Geoportal (gis.data.ca.gov) — El Centro covering the Imperial Valley core, Winterhaven the eastern I-8 corridor at the Colorado River/Arizona line; Calexico CVEF -> the inspection facility site itself at Calexico, Imperial County, as a point/parcel, not an area. All three currently at 06:statewide_overlap_layer w=1, which is the defect to fix."
a2-CA04899-highway-patrol-solano,CA,3,CA0489965;CA0489901;CA0489966,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep all three. CA0489965 (Solano Area Office, 22), CA0489901 (Golden Gate Division, 4), CA0489966 (Cordelia Commercial Vehicle Enforcement Facility, 0). Block 2024 total 26 is correct as a sum. CA04899 = CA + county-index 048 (Solano, matching cty095) + state-police slot 99; the 8th-9th characters enumerate CHP units. Note CA0489901 is NOT the stem - the stem would be CA0489900, which does not report - so '01' is a unit number, not a parent. Golden Gate Division is a CHP divisional headquarters that administratively sits above several area offices, which is the one rollup risk in this group, and it is decisively ruled out arithmetically: a rollup cannot be smaller than one of its components, and the Division reports 4 against the Solano Area Office's 22 (and the Division covers the whole Bay Area, which would be in the thousands). Its 1/0/7/4 series is HQ-staff incidents only. Correct footprint for all three is a Solano-scoped highway overlay, not 06:statewide_overlap_layer. Cordelia CVEF's 2024 zero is a structural zero on a 12-month NIBRS batch header with no publication lane anywhere in its series - keep observed 0, exclude from fill and from peer-donor pools. SECONDARY DEFECT,"
a2-CA03099-highway-patrol-westminster,CA,3,CA0309970;CA0309975;CA0309990,distinct_agencies,,statewide_overlap_layer,keep_all_oris,high,0,"KEEP ALL THREE. CA0309970 (Westminster Area Office, 54), CA0309975 (Santa Ana Area Office, 3), CA0309990 (Capistrano Area Office, 0). Correct 2024 block total stays 57; no merge, no supersede.

WHY DISTINCT: CA03099 = 'state agencies in FBI county 30 (Orange County)'. Three separate CHP Area commands covering distinct Orange County freeway corridors — Westminster (SR-22/I-405, north county), Santa Ana (I-5/SR-55, central), Capistrano (I-5 south county). Non-overlapping geographic responsibility, all three separately named on the 2024 roster, all with concurrent 2021-2024 windows and the fleet-wide 2021-11-01 NIBRS start. Shared statewide_overlap_layer is the unlocalized sentinel, not shared ground, and disjoint beats mean their counts aggregate rather than duplicate.

ESCALATED SEPARATELY — participation failure across two of the three:
(1) CA0309975 Santa Ana Area Office: 30 (2022) -> 8 (2023) -> 3 (2024). A 90% two-year collapse for the command sitting on the I-5/SR-55 interchange, one of the busiest in the state, while neighbouring Westminster reports 54 for the same year. The packet declines to score composition because the base is small, which is correct — but absolute plausib"
a2-IL04501-aurora,IL,2,IL0450100;IL045019E,distinct_agencies,,17:statewide_overlap_layer | statewide_overlap_layer | municipal:place:1703012,keep_all_oris,high,0,"Keep both. IL0450100 = Aurora Police Department (2,682, municipal:place:1703012 'Aurora city', pop 176,688). IL045019E = Aurora University police (2: one rape, one larceny). Correct 2024 block total 2,684, but it belongs to two agencies on two footprints, not one. IL04501 = IL + county-index 045 (Kane) + agency slot 01; the '9E' suffix is the FBI's college/university marker appended to the host locality's ORI7. The shared stem therefore records only that the university is in Aurora, Kane County - the same fact the roster already states - and carries no identity content. The stem is not a rollup that contains the university: a 2-offense campus agency that first appears in 2024 (nibrs_start 2024-01-01) cannot have been folded into a municipal series that runs from 2018. No double counting: campus and municipal agencies each report the incidents they handle, and 2 offenses is immaterial in any case. FOOTPRINT DEFECT to fix: IL045019E's 2 counts are smeared across all of Illinois via 17:statewide_overlap_layer when the roster pins it to KANE and the campus sits inside Aurora city - the correct destination is the Aurora city place polygon (or a Kane County overlay), which is the systema"
a2-OK03601-blackwell,OK,2,OK0360100;OK036015A,distinct_agencies,,40:statewide_overlap_layer | place 4006600 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both; do not fold the 2 counts onto Blackwell. Correct 2024: 157 on Blackwell city (place 4006600) under OK0360100 = Blackwell Police Department, plus 2 under OK036015A = ""District 8 Narcotics Task Force"" (the DA District 8 multi-county narcotics unit, roster county KAY, NIBRS start 2020-02-01). The task force's five-year series (1, 2, 2, 3, 2 for 2020-2024) at 12 batch-header months every year is a stable, tiny, self-consistent record — it is not a fragment of Blackwell's series. Its 2024 vector is 2 burglaries; this is the one group in this batch where an offense-level overlap with the host PD is conceivable (a burglary worked jointly could in principle sit in both records), but UCR attributes an offense to a single reporting agency, the magnitude is 2 counts, and there is no evidence in the packet either way — that is not enough to overturn two separate roster entries. Footprint defect: OK036015A's counts sit w=1 on 40:statewide_overlap_layer; they belong in Kay County. Separate, non-twin defect worth routing onward: Blackwell's own 2024 CIUS composition is distorted — rape 11 vs a 4.0 baseline (275%) and burglary 70 vs 33.3 (210%) while the aggregate is only 128%, with lar"
a2-CA05299-highway-patrol-red,CA,2,CA0529930;CA0529931,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep both. CA0529930 (Red Bluff Area Office, 156) and CA0529931 (Cottonwood Commercial Vehicle Enforcement Facility, 1). Correct 2024 block total 157 = 156 + 1; no dedupe, no canonical ORI required. CA05299 = CA + county-index 052 (Tehama, matching cty103) + state-police slot 99; 30 and 31 are unit numbers. These are two physically separate CHP installations: a patrol area office covering the Tehama County I-5 corridor and a fixed commercial-vehicle inspection facility at Cottonwood. Their 2024 vectors are not close renderings of one another - 0/0/0/5/0/38/113 versus 0/0/0/0/0/1/0 - and the CVEF's whole 4-year history (0, 0, 2, 1) is consistent with a fixed facility that logs the occasional larceny and nothing else. Footprint: both are parked at w=1 on 06:statewide_overlap_layer by auto_default; the roster pins both to TEHAMA, so the correct destination is a Tehama-scoped highway/non-municipal overlay. That is a Stage-2 localization defect (repo task #8), not evidence of shared identity. DISCOUNT the composition flag on CA0529930's 2024 row: the 'distortion' is driven entirely by aggravated assault at 5 against a baseline of 3 (167%), i.e. two extra assaults on a base of three. Wit"
a2-AL02001-sheffield,AL,2,AL0200100;AL020015A,distinct_agencies,,01:municipal:place:0169648 | 01:statewide_overlap_layer | FIPS 01033 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both ORI9s. The 2024 block total stays 224, all of it under AL0200100. AL0200100 = Sheffield Police Department, municipal PD; its footprint is already correct (01:municipal:place:0169648, Sheffield city, Colbert County, w=1 exclusive) and needs no change. AL020015A = Office of the District Attorney, 31st Judicial Circuit — a prosecutorial agency, not a police department. Its footprint 01:statewide_overlap_layer w=1 is WRONG: Alabama's 31st Judicial Circuit is Colbert County alone (Ala. Code 12-11-2), so the correct footprint is Colbert County (FIPS 01033), non-municipal-exclusive, or exclusion from place-level allocation entirely — never a 67-county smear. Its 2024 NIB 0 on 12 months is a genuine monthly zero-report from a real submitter (NIBRS start 2017-07-01, four consecutive all-zero years), not an identity artefact. But because FBIpop is 0 for every year, this agency-year must be excluded from any per-capita peer pool, from statewide reporting-coverage denominators, and from own-history fill."
