state_abbr,priority_rank,ori9,agency_name,agency_type_name,review_lane,mismatch_reason,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,issue_type,issue_subtype,action_priority,recommended_master_action,recommended_source_action,recommended_next_step,doctrine_implication
CA,339,CA0159924,Highway Patrol: Grapevine Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,340,CA0159930,Highway Patrol: Mojave Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,341,CA0180500,California Department of Forestry and Fire Protection: Lassen-Modoc,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,342,CA0190D0X,La Habra Heights Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,343,CA0190X0X,Westlake Village Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,344,CA0191H0X,West Hollywood Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,345,CA0191N00,Baldwin Park Unified School District,Other,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,346,CA0191R0X,Santa Clarita Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,347,CA0191W0X,Diamond Bar Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,348,CA0192H0X,Calabasas Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,349,CA0192J0X,Malibu Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,350,CA0192U0X,Los Angeles Transportation Services Bureau,Other,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,351,CA0198800,Los Angeles Port Police,Other,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2024-10-01,False,False,,,0.0,coverage_reporting_regime_difference,non_chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,352,CA019900X,La Canada Flintridge Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,353,CA019960X,Lancaster Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,354,CA0199941,Highway Patrol: Castaic Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,355,CA0199945,Highway Patrol: Antelope Valley Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,356,CA0199998,"Highway Patrol: Dignitary Protection Section, South",State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,357,CA0220100,California Department of Forestry and Fire Protection: Madera-Mariposa-Merced,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,358,CA0231000,California Department of Forestry and Fire Protection: Mendocino,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,359,CA0249964,Highway Patrol: Chowchilla River Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,360,CA0259970,Highway Patrol: Alturas Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,361,CA0272100,California Department of Forestry and Fire Protection: San Benito-Monterey,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,362,CA028130X,Napa Special Investigations Bureau,Other,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2022-12-01,False,False,,,0.0,coverage_reporting_regime_difference,non_chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,363,CA0299922,Highway Patrol: Truckee Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,364,CA0299923,Highway Patrol: Donner Pass Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,365,CA0309600,Irvine Valley College,University or College,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,366,CA0309990,Highway Patrol: Capistrano Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,367,CA0311300,California Department of Forestry and Fire Protection: Nevada-Yuba-Placer,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,368,CA0319921,Highway Patrol: Gold Run Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,369,CA033300X,Lake Elsinore Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,370,CA033310X,La Quinta Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,371,CA033320X,Moreno Valley Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,372,CA033380X,Temecula Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,373,CA033400X,Calimesa Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,374,CA033410X,Canyon Lake Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,375,CA0334800,California Department of Forestry and Fire Protection: Riverside,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,376,CA033770X,Wildomar Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,377,CA033790X,Eastvale Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,378,CA0339956,Highway Patrol: Desert Hills Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,379,CA0339960,Highway Patrol: Blythe Area Office,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,380,CA0339986,Highway Patrol: Rainbow Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,381,CA0340500,California Department of Forestry and Fire Protection: Sacramento Headquarters,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,382,CA0341700,California Department of Forestry and Fire Protection: Office of State Fire Marshal,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,383,CA0349906,Highway Patrol: Office of Internal Affairs,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,384,CA0349908,Highway Patrol: Governor's Protective Detail Section,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,385,CA0349912,Highway Patrol: Valley Investigative Services Unit,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,386,CA0349923,"Highway Patrol: Dignitary Protection Section, North",State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,387,CA0349949,Highway Patrol: Sacramento Area Vehicle Theft Reduction Unit,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,388,CA036200X,Big Bear Lake Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,389,CA036210X,Grand Terrace Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,390,CA036220X,Loma Linda Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,391,CA036300X,Highland Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,392,CA036310X,Twentynine Palms Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,393,CA036320X,Hesperia Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,394,CA036330X,Apple Valley Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,395,CA036350X,Yucaipa Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,396,CA036400X,Chino Hills Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,397,CA036410X,Yucca Valley Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,398,CA0365100,California Department of Forestry and Fire Protection: San Bernardino,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
